Episode,DateEpisode,TotalCases,Imported,Mechanism,DateOneCase,DateMoreOneCase,DateImported,DateMoreFiveCases,VIM,KPC,OXA48,NDM,Department,Region
687,11/12/14,1,O,OXA-48  ,11/12/14,,11/12/14,,,,11/12/14,,75,IledeFrance
688,28/11/2014,1,O,OXA-48  ,28/11/2014,,28/11/2014,,,,28/11/2014,,91,IledeFrance
689,21/11/2014,1,O,OXA-48  ,21/11/2014,,21/11/2014,,,,21/11/2014,,92,IledeFrance
690,20/11/2014,1,O,OXA-48-like  ,20/11/2014,,20/11/2014,,,,20/11/2014,,75,IledeFrance
691,25/10/2014,1,O,OXA-48  ,25/10/2014,,25/10/2014,,,,25/10/2014,,91,IledeFrance
692,1/11/14,1,O,OXA-48  ,1/11/14,,1/11/14,,,,1/11/14,,75,IledeFrance
693,5/11/14,1,O,OXA-48  ,5/11/14,,5/11/14,,,,5/11/14,,75,IledeFrance
694,12/11/14,3,O,OXA-48  ,,12/11/14,12/11/14,,,,12/11/14,,94,IledeFrance
695,30/10/2014,1,O,OXA-48  ,30/10/2014,,30/10/2014,,,,30/10/2014,,94,IledeFrance
696,29/09/2014,1,O,NDM-1  ,29/09/2014,,29/09/2014,,,,,29/09/2014,94,IledeFrance
697,21/09/2014,1,O,OXA-48  ,21/09/2014,,21/09/2014,,,,21/09/2014,,75,IledeFrance
698,23/10/2014,1,O,OXA-48  ,23/10/2014,,23/10/2014,,,,23/10/2014,,75,IledeFrance
699,30/11/2014,13,O,OXA-48  ,,30/11/2014,30/11/2014,30/11/2014,,,30/11/2014,,75,IledeFrance
700,25/11/2014,4,O,OXA-48  ,,25/11/2014,25/11/2014,,,,25/11/2014,,94,IledeFrance
701,26/11/2014,1,O,OXA-48  ,26/11/2014,,26/11/2014,,,,26/11/2014,,75,IledeFrance
702,9/12/14,1,O,NDM-1  ,9/12/14,,9/12/14,,,,,9/12/14,75,IledeFrance
703,8/12/14,1,O,OXA-48  ,8/12/14,,8/12/14,,,,8/12/14,,92,IledeFrance
704,18/11/2014,1,O,OXA-48  ,18/11/2014,,18/11/2014,,,,18/11/2014,,75,IledeFrance
705,27/10/2014,1,O,OXA-48  ,27/10/2014,,27/10/2014,,,,27/10/2014,,75,IledeFrance
706,27/10/2014,1,O,OXA-48  ,27/10/2014,,27/10/2014,,,,27/10/2014,,93,IledeFrance
707,17/12/2014,1,O,OXA-48  ,17/12/2014,,17/12/2014,,,,17/12/2014,,75,IledeFrance
708,25/12/2014,2,O,OXA-48  ,,25/12/2014,25/12/2014,,,,25/12/2014,,76,Normandie
709,28/12/2014,1,O,NDM  ,28/12/2014,,28/12/2014,,,,,28/12/2014,31,Occitanie
710,24/12/2014,1,O,OXA-48  ,24/12/2014,,24/12/2014,,,,24/12/2014,,68,Grand Est
711,24/12/2014,1,O,OXA-48  ,24/12/2014,,24/12/2014,,,,24/12/2014,,92,IledeFrance
712,26/12/2014,1,O,OXA-48  ,26/12/2014,,26/12/2014,,,,26/12/2014,,92,IledeFrance
713,22/08/2014,1,O,NDM-1  ,22/08/2014,,22/08/2014,,,,,22/08/2014,49,Pays de la Loire
714,5/9/14,1,O,OXA-48  ,5/9/14,,5/9/14,,,,5/9/14,,49,Pays de la Loire
715,29/08/2014,1,O,NDM-1  ,29/08/2014,,29/08/2014,,,,,29/08/2014,91,IledeFrance
716,2/9/14,1,O,OXA-48  ,2/9/14,,2/9/14,,,,2/9/14,,95,IledeFrance
717,7/9/14,1,O,OXA-48  ,7/9/14,,7/9/14,,,,7/9/14,,93,IledeFrance
718,8/9/14,1,O,NDM-5  ,8/9/14,,8/9/14,,,,,8/9/14,69,AuvergneRhoneAlpes
719,28/08/2014,1,O,OXA-48  ,28/08/2014,,28/08/2014,,,,28/08/2014,,93,IledeFrance
720,29/09/2014,1,O,OXA-48  ,29/09/2014,,29/09/2014,,,,29/09/2014,,93,IledeFrance
721,8/10/14,1,O,OXA-48  ,8/10/14,,8/10/14,,,,8/10/14,,93,IledeFrance
722,5/11/14,1,O,OXA-48  ,5/11/14,,5/11/14,,,,5/11/14,,93,IledeFrance
723,15/12/2014,1,O,OXA-48  ,15/12/2014,,15/12/2014,,,,15/12/2014,,93,IledeFrance
724,21/10/2014,1,O,NDM-5  ,21/10/2014,,21/10/2014,,,,,21/10/2014,93,IledeFrance
725,4/11/14,1,O,OXA-48  ,4/11/14,,4/11/14,,,,4/11/14,,94,IledeFrance
726,1/11/14,1,O,OXA-48  ,1/11/14,,1/11/14,,,,1/11/14,,75,IledeFrance
727,2/11/14,1,O,OXA-48  ,2/11/14,,2/11/14,,,,2/11/14,,34,Occitanie
728,16/12/2014,1,O,OXA-48  ,16/12/2014,,16/12/2014,,,,16/12/2014,,13,ProvenceAlpesCotedAzur
729,27/11/2014,1,O,OXA-48  ,27/11/2014,,27/11/2014,,,,27/11/2014,,51,Grand Est
730,11/1/15,1,O,OXA-48  ,11/1/15,,11/1/15,,,,11/1/15,,75,IledeFrance
731,18/12/2014,1,O,OXA-48  ,18/12/2014,,18/12/2014,,,,18/12/2014,,69,AuvergneRhoneAlpes
732,8/12/14,1,O,OXA-48  ,8/12/14,,8/12/14,,,,8/12/14,,34,Occitanie
733,16/01/2015,1,O,OXA-48  ,16/01/2015,,16/01/2015,,,,16/01/2015,,94,IledeFrance
734,30/12/2014,1,O,NDM-5  ,30/12/2014,,30/12/2014,,,,,30/12/2014,92,IledeFrance
735,13/01/2015,1,O,OXA-48-like  ,13/01/2015,,13/01/2015,,,,13/01/2015,,59,Hauts-de-France
736,21/01/2015,1,O,OXA-48  ,21/01/2015,,21/01/2015,,,,21/01/2015,,72,Pays de la Loire
737,26/01/2015,1,O,OXA-48  ,26/01/2015,,26/01/2015,,,,26/01/2015,,94,IledeFrance
738,16/01/2015,1,O,OXA-48  ,16/01/2015,,16/01/2015,,,,16/01/2015,,94,IledeFrance
739,22/01/2015,1,O,NDM  ,22/01/2015,,22/01/2015,,,,,22/01/2015,13,ProvenceAlpesCotedAzur
740,27/01/2015,2,O,OXA-48  ,,27/01/2015,27/01/2015,,,,27/01/2015,,94,IledeFrance
741,15/01/2015,1,O,OXA-48  ,15/01/2015,,15/01/2015,,,,15/01/2015,,75,IledeFrance
742,5/2/15,1,O,NDM-1  ,5/2/15,,5/2/15,,,,,5/2/15,31,Occitanie
743,8/1/15,1,O,NDM-1  ,8/1/15,,8/1/15,,,,,8/1/15,56,Bretagne
744,10/10/14,1,O,KPC  ,10/10/14,,10/10/14,,,10/10/14,,,33,Nouvelle-Aquitaine
745,16/01/2015,1,O,OXA-181  ,16/01/2015,,16/01/2015,,,,,,60,Hauts-de-France
746,21/01/2015,1,O,OXA-48  ,21/01/2015,,21/01/2015,,,,21/01/2015,,62,Hauts-de-France
747,27/01/2015,5,O,OXA-48  ,,27/01/2015,27/01/2015,,,,27/01/2015,,94,IledeFrance
748,9/1/15,3,O,OXA-48  ,,9/1/15,9/1/15,,,,9/1/15,,75,IledeFrance
749,11/2/15,1,O,OXA-48  ,11/2/15,,11/2/15,,,,11/2/15,,75,IledeFrance
750,9/2/15,10,O,OXA-181  ,,9/2/15,9/2/15,9/2/15,,,,,75,IledeFrance
751,5/1/15,2,O,OXA-48  ,,5/1/15,5/1/15,,,,5/1/15,,69,AuvergneRhoneAlpes
752,8/1/15,1,O,OXA-48  ,8/1/15,,8/1/15,,,,8/1/15,,75,IledeFrance
753,25/01/2015,1,O,OXA-48 NDM-1 ,25/01/2015,,25/01/2015,,,,25/01/2015,25/01/2015,75,IledeFrance
754,2/2/15,1,O,NDM-1  ,2/2/15,,2/2/15,,,,,2/2/15,75,IledeFrance
755,5/2/15,1,O,OXA-48  ,5/2/15,,5/2/15,,,,5/2/15,,75,IledeFrance
756,13/10/2014,1,O,NDM-1  ,13/10/2014,,13/10/2014,,,,,13/10/2014,93,IledeFrance
757,5/1/15,1,O,NDM-1  ,5/1/15,,5/1/15,,,,,5/1/15,75,IledeFrance
758,18/12/2014,1,O,OXA-181  ,18/12/2014,,18/12/2014,,,,,,75,IledeFrance
759,15/01/2015,1,O,OXA-48  ,15/01/2015,,15/01/2015,,,,15/01/2015,,75,IledeFrance
760,16/02/2015,1,O,NDM-1  ,16/02/2015,,16/02/2015,,,,,16/02/2015,75,IledeFrance
761,19/02/2015,1,O,OXA-48  ,19/02/2015,,19/02/2015,,,,19/02/2015,,13,ProvenceAlpesCotedAzur
762,7/2/15,1,O,OXA-48  ,7/2/15,,7/2/15,,,,7/2/15,,71,Bourgogne-Franche-Comtâ
763,19/12/2014,1,O,OXA-48  ,19/12/2014,,19/12/2014,,,,19/12/2014,,13,ProvenceAlpesCotedAzur
764,17/02/2015,1,O,OXA-48  ,17/02/2015,,17/02/2015,,,,17/02/2015,,91,IledeFrance
765,19/01/2015,1,O,OXA-48  ,19/01/2015,,19/01/2015,,,,19/01/2015,,94,IledeFrance
766,23/12/2014,1,O,OXA-48  ,23/12/2014,,23/12/2014,,,,23/12/2014,,94,IledeFrance
767,14/12/2014,1,O,OXA-48  ,14/12/2014,,14/12/2014,,,,14/12/2014,,94,IledeFrance
768,24/12/2014,1,O,OXA-204  ,24/12/2014,,24/12/2014,,,,,,94,IledeFrance
769,17/02/2015,1,O,OXA-48  ,17/02/2015,,17/02/2015,,,,17/02/2015,,94,IledeFrance
770,15/12/2014,1,O,OXA-244  ,15/12/2014,,15/12/2014,,,,,,91,IledeFrance
771,10/10/14,1,O,OXA-48  ,10/10/14,,10/10/14,,,,10/10/14,,92,IledeFrance
772,17/12/2014,1,O,OXA-48  ,17/12/2014,,17/12/2014,,,,17/12/2014,,92,IledeFrance
773,22/12/2014,1,O,OXA-48 NDM-1 ,22/12/2014,,22/12/2014,,,,22/12/2014,22/12/2014,92,IledeFrance
774,27/09/2014,1,O,OXA-48 NDM-1 ,27/09/2014,,27/09/2014,,,,27/09/2014,27/09/2014,92,IledeFrance
775,13/02/2015,1,O,OXA-48  ,13/02/2015,,13/02/2015,,,,13/02/2015,,94,IledeFrance
776,20/01/2015,1,O,OXA-48  ,20/01/2015,,20/01/2015,,,,20/01/2015,,92,IledeFrance
777,23/01/2015,1,O,KPC  ,23/01/2015,,23/01/2015,,,23/01/2015,,,75,IledeFrance
778,13/02/2015,1,O,OXA-48  ,13/02/2015,,13/02/2015,,,,13/02/2015,,75,IledeFrance
779,24/01/2015,1,O,OXA-48  ,24/01/2015,,24/01/2015,,,,24/01/2015,,91,IledeFrance
780,5/2/15,1,O,NDM  ,5/2/15,,5/2/15,,,,,5/2/15,974,La Reunion
781,29/11/2014,1,O,OXA-48  ,29/11/2014,,29/11/2014,,,,29/11/2014,,69,AuvergneRhoneAlpes
782,7/11/14,1,O,OXA-48  ,7/11/14,,7/11/14,,,,7/11/14,,75,IledeFrance
783,5/11/14,1,O,OXA-48  ,5/11/14,,5/11/14,,,,5/11/14,,75,IledeFrance
784,28/01/2015,1,O,NDM  ,28/01/2015,,28/01/2015,,,,,28/01/2015,86,Nouvelle-Aquitaine
785,24/12/2014,1,O,OXA-48  ,24/12/2014,,24/12/2014,,,,24/12/2014,,93,IledeFrance
786,5/1/15,1,O,OXA-48  ,5/1/15,,5/1/15,,,,5/1/15,,92,IledeFrance
787,29/01/2015,1,O,OXA-48  ,29/01/2015,,29/01/2015,,,,29/01/2015,,93,IledeFrance
788,18/02/2015,1,O,NDM-1 NDM-5 ,18/02/2015,,18/02/2015,,,,,18/02/2015,26,AuvergneRhoneAlpes
789,12/2/15,1,O,KPC-2  ,12/2/15,,12/2/15,,,12/2/15,,,41,Centre-Val de Loire
790,19/02/2015,1,O,NDM-1  ,19/02/2015,,19/02/2015,,,,,19/02/2015,974,La Reunion
791,12/2/15,1,O,OXA-181 NDM-1 ,12/2/15,,12/2/15,,,,,12/2/15,93,IledeFrance
792,16/01/2015,2,O,NDM-1  ,,16/01/2015,16/01/2015,,,,,16/01/2015,974,La Reunion
793,23/02/2015,1,O,OXA-48  ,23/02/2015,,23/02/2015,,,,23/02/2015,,59,Hauts-de-France
794,3/3/15,1,O,OXA-48-like  ,3/3/15,,3/3/15,,,,3/3/15,,68,Grand Est
795,20/11/2014,2,O,OXA-48  ,,20/11/2014,20/11/2014,,,,20/11/2014,,91,IledeFrance
796,11/9/14,1,O,OXA-48  ,11/9/14,,11/9/14,,,,11/9/14,,75,IledeFrance
797,10/12/14,1,O,OXA-48  ,10/12/14,,10/12/14,,,,10/12/14,,75,IledeFrance
798,25/02/2015,1,O,OXA-48  ,25/02/2015,,25/02/2015,,,,25/02/2015,,92,IledeFrance
799,24/09/2014,1,O,OXA-181  ,24/09/2014,,24/09/2014,,,,,,68,Grand Est
800,25/09/2014,1,O,NDM-1  ,25/09/2014,,25/09/2014,,,,,25/09/2014,95,IledeFrance
801,17/10/2014,1,O,OXA-181  ,17/10/2014,,17/10/2014,,,,,,45,Centre-Val de Loire
802,20/10/2014,1,O,OXA-48  ,20/10/2014,,20/10/2014,,,,20/10/2014,,37,Centre-Val de Loire
803,19/11/2014,1,O,OXA-48  ,19/11/2014,,19/11/2014,,,,19/11/2014,,38,AuvergneRhoneAlpes
804,25/11/2014,1,O,OXA-48  ,25/11/2014,,25/11/2014,,,,25/11/2014,,93,IledeFrance
805,8/12/14,1,O,OXA-48  ,8/12/14,,8/12/14,,,,8/12/14,,971,Guadeloupe
806,2/3/15,1,O,OXA-48  ,2/3/15,,2/3/15,,,,2/3/15,,76,Normandie
807,10/2/15,1,O,OXA-48  ,10/2/15,,10/2/15,,,,10/2/15,,33,Nouvelle-Aquitaine
808,16/03/2015,1,O,NDM-5  ,16/03/2015,,16/03/2015,,,,,16/03/2015,6,ProvenceAlpesCotedAzur
809,24/03/2015,1,O,OXA-48  ,24/03/2015,,24/03/2015,,,,24/03/2015,,31,Occitanie
810,25/03/2015,1,O,OXA-48  ,25/03/2015,,25/03/2015,,,,25/03/2015,,31,Occitanie
811,2/3/15,1,O,OXA-48  ,2/3/15,,2/3/15,,,,2/3/15,,94,IledeFrance
812,13/03/2015,1,O,NDM-1  ,13/03/2015,,13/03/2015,,,,,13/03/2015,93,IledeFrance
813,15/03/2015,1,O,NDM  ,15/03/2015,,15/03/2015,,,,,15/03/2015,31,Occitanie
814,15/02/2015,1,O,OXA-48  ,15/02/2015,,15/02/2015,,,,15/02/2015,,94,IledeFrance
815,4/2/15,1,O,OXA-48  ,4/2/15,,4/2/15,,,,4/2/15,,75,IledeFrance
816,18/03/2015,1,O,OXA-48  ,18/03/2015,,18/03/2015,,,,18/03/2015,,54,Grand Est
817,19/01/2015,1,O,OXA-48  ,19/01/2015,,19/01/2015,,,,19/01/2015,,92,IledeFrance
818,22/02/2015,1,O,NDM-1  ,22/02/2015,,22/02/2015,,,,,22/02/2015,92,IledeFrance
819,24/03/2015,1,O,OXA-181  ,24/03/2015,,24/03/2015,,,,,,63,AuvergneRhoneAlpes
820,31/03/2015,1,O,OXA-48  ,31/03/2015,,31/03/2015,,,,31/03/2015,,37,Centre-Val de Loire
821,31/03/2015,1,O,NDM-5  ,31/03/2015,,31/03/2015,,,,,31/03/2015,75,IledeFrance
822,20/02/2015,7,O,OXA-48  ,,20/02/2015,20/02/2015,20/02/2015,,,20/02/2015,,75,IledeFrance
823,6/4/15,1,O,OXA-48  ,6/4/15,,6/4/15,,,,6/4/15,,78,IledeFrance
824,5/3/15,1,O,OXA-48  ,5/3/15,,5/3/15,,,,5/3/15,,33,Nouvelle-Aquitaine
825,20/03/2015,1,O,OXA-48  ,20/03/2015,,20/03/2015,,,,20/03/2015,,33,Nouvelle-Aquitaine
826,1/4/15,2,O,NDM-1  ,,1/4/15,1/4/15,,,,,1/4/15,973,Guyane
827,4/3/15,1,O,OXA-181 NDM-7 ,4/3/15,,4/3/15,,,,,4/3/15,91,IledeFrance
828,27/03/2015,1,O,OXA-48  ,27/03/2015,,27/03/2015,,,,27/03/2015,,45,Centre-Val de Loire
829,1/4/15,1,O,OXA-48-like  ,1/4/15,,1/4/15,,,,1/4/15,,93,IledeFrance
830,1/4/15,1,O,OXA-48  ,1/4/15,,1/4/15,,,,1/4/15,,93,IledeFrance
831,8/4/15,1,O,OXA-181  ,8/4/15,,8/4/15,,,,,,93,IledeFrance
832,7/4/15,1,O,OXA-181 NDM-1 OXA-244,7/4/15,,7/4/15,,,,,7/4/15,94,IledeFrance
833,3/5/15,1,O,OXA-48  ,3/5/15,,3/5/15,,,,3/5/15,,75,IledeFrance
834,30/04/2015,1,O,VIM NDM ,30/04/2015,,30/04/2015,,30/04/2015,,,30/04/2015,75,IledeFrance
835,25/04/2015,1,O,OXA-48 NDM-1 ,25/04/2015,,25/04/2015,,,,25/04/2015,25/04/2015,94,IledeFrance
836,30/03/2015,1,O,OXA-48  ,30/03/2015,,30/03/2015,,,,30/03/2015,,29,Bretagne
837,13/04/2015,1,O,OXA-48  ,13/04/2015,,13/04/2015,,,,13/04/2015,,70,Bourgogne-Franche-Comtâ
838,15/04/2015,1,O,OXA-48-like  ,15/04/2015,,15/04/2015,,,,15/04/2015,,93,IledeFrance
839,22/04/2015,1,O,OXA-48  ,22/04/2015,,22/04/2015,,,,22/04/2015,,94,IledeFrance
840,30/04/2015,1,O,OXA-48  ,30/04/2015,,30/04/2015,,,,30/04/2015,,69,AuvergneRhoneAlpes
841,28/04/2015,1,O,OXA-48  ,28/04/2015,,28/04/2015,,,,28/04/2015,,13,ProvenceAlpesCotedAzur
842,5/5/15,1,O,OXA-48  ,5/5/15,,5/5/15,,,,5/5/15,,13,ProvenceAlpesCotedAzur
843,3/5/15,1,O,OXA-48  ,3/5/15,,3/5/15,,,,3/5/15,,974,La Reunion
844,11/3/15,1,O,NDM-1 NDM-5 ,11/3/15,,11/3/15,,,,,11/3/15,974,La Reunion
845,8/5/15,1,O,OXA-48  ,8/5/15,,8/5/15,,,,8/5/15,,31,Occitanie
846,7/5/15,2,O,OXA-48  ,,7/5/15,7/5/15,,,,7/5/15,,38,AuvergneRhoneAlpes
847,19/05/2015,1,O,KPC  ,19/05/2015,,19/05/2015,,,19/05/2015,,,8,Grand Est
848,7/5/15,1,O,OXA-48  ,7/5/15,,7/5/15,,,,7/5/15,,92,IledeFrance
849,18/05/2015,1,O,OXA-48  ,18/05/2015,,18/05/2015,,,,18/05/2015,,92,IledeFrance
850,28/05/2015,1,O,OXA-232  ,28/05/2015,,28/05/2015,,,,,,86,Nouvelle-Aquitaine
851,2/6/15,1,O,NDM-1  ,2/6/15,,2/6/15,,,,,2/6/15,75,IledeFrance
852,21/05/2015,1,O,OXA-181  ,21/05/2015,,21/05/2015,,,,,,76,Normandie
853,2/6/15,1,O,NDM  ,2/6/15,,2/6/15,,,,,2/6/15,13,ProvenceAlpesCotedAzur
854,4/6/15,1,O,KPC-2  ,4/6/15,,4/6/15,,,4/6/15,,,63,AuvergneRhoneAlpes
855,12/6/15,1,O,OXA-48  ,12/6/15,,12/6/15,,,,12/6/15,,75,IledeFrance
856,13/07/2015,1,O,NDM-5  ,13/07/2015,,13/07/2015,,,,,13/07/2015,37,Centre-Val de Loire
857,20/07/2015,2,O,OXA-48  ,,20/07/2015,20/07/2015,,,,20/07/2015,,51,Grand Est
858,25/06/2015,1,O,OXA-48  ,25/06/2015,,25/06/2015,,,,25/06/2015,,31,Occitanie
859,20/06/2015,1,O,OXA-48  ,20/06/2015,,20/06/2015,,,,20/06/2015,,94,IledeFrance
860,24/05/2015,1,O,OXA-48  ,24/05/2015,,24/05/2015,,,,24/05/2015,,92,IledeFrance
861,25/05/2015,1,O,KPC  ,25/05/2015,,25/05/2015,,,25/05/2015,,,6,ProvenceAlpesCotedAzur
862,20/04/2015,1,O,OXA-48  ,20/04/2015,,20/04/2015,,,,20/04/2015,,75,IledeFrance
863,21/05/2015,1,O,NDM  ,21/05/2015,,21/05/2015,,,,,21/05/2015,31,Occitanie
864,29/12/2014,1,O,OXA-48  ,29/12/2014,,29/12/2014,,,,29/12/2014,,75,IledeFrance
865,28/06/2015,1,O,NDM-5  ,28/06/2015,,28/06/2015,,,,,28/06/2015,59,Hauts-de-France
866,6/6/15,1,O,OXA-48  ,6/6/15,,6/6/15,,,,6/6/15,,75,IledeFrance
867,10/6/15,1,O,OXA-48  ,10/6/15,,10/6/15,,,,10/6/15,,75,IledeFrance
868,7/1/15,1,O,OXA-48  ,7/1/15,,7/1/15,,,,7/1/15,,75,IledeFrance
869,19/02/2015,1,O,OXA-48  ,19/02/2015,,19/02/2015,,,,19/02/2015,,75,IledeFrance
870,5/5/15,1,O,OXA-48 NDM ,5/5/15,,5/5/15,,,,5/5/15,5/5/15,6,ProvenceAlpesCotedAzur
871,3/8/15,1,O,OXA-48 NDM-1 ,3/8/15,,3/8/15,,,,3/8/15,3/8/15,31,Occitanie
872,3/8/15,1,O,OXA-48  ,3/8/15,,3/8/15,,,,3/8/15,,94,IledeFrance
873,14/03/2015,1,O,NDM  ,14/03/2015,,14/03/2015,,,,,14/03/2015,75,IledeFrance
874,27/11/2014,1,O,NDM  ,27/11/2014,,27/11/2014,,,,,27/11/2014,75,IledeFrance
875,29/06/2015,1,O,OXA-48  ,29/06/2015,,29/06/2015,,,,29/06/2015,,94,IledeFrance
876,23/06/2015,1,O,OXA-48  ,23/06/2015,,23/06/2015,,,,23/06/2015,,94,IledeFrance
877,4/7/15,1,O,OXA-48  ,4/7/15,,4/7/15,,,,4/7/15,,90,Bourgogne-Franche-Comtâ
878,24/07/2015,2,O,OXA-48  ,,24/07/2015,24/07/2015,,,,24/07/2015,,92,IledeFrance
879,17/07/2015,1,O,OXA-181  ,17/07/2015,,17/07/2015,,,,,,92,IledeFrance
880,10/7/15,1,O,OXA-48  ,10/7/15,,10/7/15,,,,10/7/15,,75,IledeFrance
881,9/6/15,1,O,OXA-48  ,9/6/15,,9/6/15,,,,9/6/15,,13,ProvenceAlpesCotedAzur
882,22/06/2015,1,O,OXA-48  ,22/06/2015,,22/06/2015,,,,22/06/2015,,90,Bourgogne-Franche-Comtâ
883,21/04/2015,1,O,NDM  ,21/04/2015,,21/04/2015,,,,,21/04/2015,75,IledeFrance
884,13/07/2015,1,O,OXA-48 NDM-1 ,13/07/2015,,13/07/2015,,,,13/07/2015,13/07/2015,92,IledeFrance
885,10/6/15,1,O,OXA-48  ,10/6/15,,10/6/15,,,,10/6/15,,33,Nouvelle-Aquitaine
886,19/07/2015,1,O,OXA-48  ,19/07/2015,,19/07/2015,,,,19/07/2015,,93,IledeFrance
887,19/07/2015,1,O,OXA-48  ,19/07/2015,,19/07/2015,,,,19/07/2015,,92,IledeFrance
888,20/07/2015,1,O,OXA-181  ,20/07/2015,,20/07/2015,,,,,,92,IledeFrance
889,13/07/2015,1,O,NDM  ,13/07/2015,,13/07/2015,,,,,13/07/2015,34,Occitanie
890,10/6/15,1,O,OXA-48  ,10/6/15,,10/6/15,,,,10/6/15,,93,IledeFrance
891,31/07/2015,1,O,NDM-5  ,31/07/2015,,31/07/2015,,,,,31/07/2015,14,Normandie
892,27/07/2015,1,O,OXA-244 NDM-1 ,27/07/2015,,27/07/2015,,,,,27/07/2015,13,ProvenceAlpesCotedAzur
893,5/8/15,1,O,OXA-48  ,5/8/15,,5/8/15,,,,5/8/15,,75,IledeFrance
894,13/06/2015,5,O,OXA-181  ,,13/06/2015,13/06/2015,,,,,,94,IledeFrance
895,7/7/15,2,O,VIM-1  ,,7/7/15,7/7/15,,7/7/15,,,,67,Grand Est
896,6/8/15,1,O,KPC  ,6/8/15,,6/8/15,,,6/8/15,,,83,ProvenceAlpesCotedAzur
897,2/7/15,1,O,OXA-48  ,2/7/15,,2/7/15,,,,2/7/15,,94,IledeFrance
898,7/8/15,1,O,OXA-48  ,7/8/15,,7/8/15,,,,7/8/15,,59,Hauts-de-France
899,12/5/15,1,O,OXA-48  ,12/5/15,,12/5/15,,,,12/5/15,,75,IledeFrance
900,8/8/15,1,O,NDM  ,8/8/15,,8/8/15,,,,,8/8/15,75,IledeFrance
901,21/07/2015,1,O,OXA-48  ,21/07/2015,,21/07/2015,,,,21/07/2015,,94,IledeFrance
902,1/7/15,15,O,OXA-48  ,,1/7/15,1/7/15,1/7/15,,,1/7/15,,77,IledeFrance
903,10/7/15,2,O,NDM-1  ,,10/7/15,10/7/15,,,,,10/7/15,51,Grand Est
904,31/05/2015,1,O,OXA-181  ,31/05/2015,,31/05/2015,,,,,,13,ProvenceAlpesCotedAzur
905,12/5/15,1,O,OXA-48  ,12/5/15,,12/5/15,,,,12/5/15,,94,IledeFrance
906,27/07/2015,1,O,OXA-48  ,27/07/2015,,27/07/2015,,,,27/07/2015,,75,IledeFrance
907,8/6/15,1,O,OXA-232 KPC-2 NDM-1,8/6/15,,8/6/15,,,8/6/15,,8/6/15,69,AuvergneRhoneAlpes
908,5/6/15,1,O,OXA-48  ,5/6/15,,5/6/15,,,,5/6/15,,78,IledeFrance
909,8/6/15,1,O,OXA-48-like  ,8/6/15,,8/6/15,,,,8/6/15,,75,IledeFrance
910,1/4/15,1,O,KPC-3  ,1/4/15,,1/4/15,,,1/4/15,,,92,IledeFrance
911,4/6/15,1,O,OXA-48-like  ,4/6/15,,4/6/15,,,,4/6/15,,94,IledeFrance
912,21/05/2015,1,O,NDM-1  ,21/05/2015,,21/05/2015,,,,,21/05/2015,92,IledeFrance
913,11/6/15,2,O,OXA-181  ,,11/6/15,11/6/15,,,,,,93,IledeFrance
914,20/06/2015,1,O,OXA-48  ,20/06/2015,,20/06/2015,,,,20/06/2015,,84,ProvenceAlpesCotedAzur
915,5/3/15,1,O,OXA-48 NDM-1 ,5/3/15,,5/3/15,,,,5/3/15,5/3/15,75,IledeFrance
916,3/3/15,1,O,OXA-48  ,3/3/15,,3/3/15,,,,3/3/15,,75,IledeFrance
917,13/08/2015,1,O,VIM  ,13/08/2015,,13/08/2015,,13/08/2015,,,,85,Pays de la Loire
918,25/05/2015,1,O,NDM-1  ,25/05/2015,,25/05/2015,,,,,25/05/2015,65,Occitanie
919,26/06/2015,1,O,KPC  ,26/06/2015,,26/06/2015,,,26/06/2015,,,65,Occitanie
920,4/8/15,2,O,OXA-48  ,,4/8/15,4/8/15,,,,4/8/15,,42,AuvergneRhoneAlpes
921,12/8/15,1,O,OXA-48  ,12/8/15,,12/8/15,,,,12/8/15,,75,IledeFrance
922,21/05/2015,5,O,OXA-48  ,,21/05/2015,21/05/2015,,,,21/05/2015,,64,Nouvelle-Aquitaine
923,16/07/2015,1,O,OXA-48  ,16/07/2015,,16/07/2015,,,,16/07/2015,,94,IledeFrance
924,18/07/2015,2,O,OXA-48  ,,18/07/2015,18/07/2015,,,,18/07/2015,,13,ProvenceAlpesCotedAzur
925,15/07/2015,1,O,NDM  ,15/07/2015,,15/07/2015,,,,,15/07/2015,13,ProvenceAlpesCotedAzur
926,17/08/2015,2,O,OXA-48  ,,17/08/2015,17/08/2015,,,,17/08/2015,,62,Hauts-de-France
927,2/7/15,1,O,OXA-48 NDM-1 ,2/7/15,,2/7/15,,,,2/7/15,2/7/15,17,Nouvelle-Aquitaine
928,10/5/15,1,O,NDM-1  ,10/5/15,,10/5/15,,,,,10/5/15,75,IledeFrance
929,20/08/2015,1,O,OXA-48  ,20/08/2015,,20/08/2015,,,,20/08/2015,,91,IledeFrance
930,24/08/2015,2,O,NDM-1  ,,24/08/2015,24/08/2015,,,,,24/08/2015,69,AuvergneRhoneAlpes
931,24/08/2015,1,O,OXA-48  ,24/08/2015,,24/08/2015,,,,24/08/2015,,30,Occitanie
932,17/08/2015,1,O,NDM-5  ,17/08/2015,,17/08/2015,,,,,17/08/2015,75,IledeFrance
933,13/08/2015,1,O,OXA-48  ,13/08/2015,,13/08/2015,,,,13/08/2015,,69,AuvergneRhoneAlpes
