Episode,DateEpisode,TotalCases,Imported,Mechanism,DateOneCase,DateMoreOneCase,DateImported,DateMoreFiveCases,VIM,KPC,OXA48,NDM,Department,Region
2200,28/06/2015,1,N,NDM-1  ,28/06/2015,,,,,,,28/06/2015,95,IledeFrance
2201,8/7/15,3,N,OXA-48  ,,8/7/15,,,,,8/7/15,,6,ProvenceAlpesCotedAzur
2202,20/04/2015,2,N,VIM-4  ,,20/04/2015,,,20/04/2015,,,,59,Hauts-de-France
2203,9/7/15,1,N,OXA-48  ,9/7/15,,,,,,9/7/15,,13,ProvenceAlpesCotedAzur
2204,13/07/2015,1,N,OXA-48  ,13/07/2015,,,,,,13/07/2015,,59,Hauts-de-France
2205,1/4/15,1,N,OXA-48  ,1/4/15,,,,,,1/4/15,,13,ProvenceAlpesCotedAzur
2206,28/06/2015,1,N,OXA-48  ,28/06/2015,,,,,,28/06/2015,,81,Occitanie
2207,15/04/2015,1,N,OXA-48  ,15/04/2015,,,,,,15/04/2015,,33,Nouvelle-Aquitaine
2208,22/06/2015,1,N,NDM-1  ,22/06/2015,,,,,,,22/06/2015,974,La Reunion
2209,20/07/2015,1,N,OXA-48  ,20/07/2015,,,,,,20/07/2015,,92,IledeFrance
2210,21/07/2015,1,N,OXA-48  ,21/07/2015,,,,,,21/07/2015,,92,IledeFrance
2211,24/07/2015,1,N,OXA-48  ,24/07/2015,,,,,,24/07/2015,,80,Hauts-de-France
2212,13/07/2015,1,N,OXA-48  ,13/07/2015,,,,,,13/07/2015,,59,Hauts-de-France
2213,30/07/2015,2,N,OXA-48  ,,30/07/2015,,,,,30/07/2015,,69,AuvergneRhoneAlpes
2214,9/7/15,2,N,OXA-48  ,,9/7/15,,,,,9/7/15,,54,Grand Est
2215,13/07/2015,1,N,VIM-1  ,13/07/2015,,,,13/07/2015,,,,92,IledeFrance
2216,25/06/2015,1,N,OXA-181  ,25/06/2015,,,,,,,,34,Occitanie
2217,21/07/2015,1,N,OXA-48  ,21/07/2015,,,,,,21/07/2015,,3,AuvergneRhoneAlpes
2218,25/06/2015,3,N,OXA-48  ,,25/06/2015,,,,,25/06/2015,,75,IledeFrance
2219,27/06/2015,1,N,OXA-48  ,27/06/2015,,,,,,27/06/2015,,31,Occitanie
2220,11/2/15,1,N,OXA-48  ,11/2/15,,,,,,11/2/15,,93,IledeFrance
2221,22/05/2015,1,N,IMP-1  ,22/05/2015,,,,,,,,75,IledeFrance
2222,17/07/2015,1,N,OXA-48  ,17/07/2015,,,,,,17/07/2015,,62,Hauts-de-France
2223,1/7/15,1,N,OXA-48  ,1/7/15,,,,,,1/7/15,,93,IledeFrance
2224,27/07/2015,1,N,OXA-48  ,27/07/2015,,,,,,27/07/2015,,60,Hauts-de-France
2225,27/07/2015,1,N,OXA-48  ,27/07/2015,,,,,,27/07/2015,,94,IledeFrance
2226,9/6/15,2,N,OXA-48  ,,9/6/15,,,,,9/6/15,,11,Occitanie
2227,5/8/15,1,N,OXA-48  ,5/8/15,,,,,,5/8/15,,6,ProvenceAlpesCotedAzur
2228,13/07/2015,1,N,OXA-48  ,13/07/2015,,,,,,13/07/2015,,69,AuvergneRhoneAlpes
2229,16/03/2015,1,N,OXA-48  ,16/03/2015,,,,,,16/03/2015,,75,IledeFrance
2230,7/8/15,1,N,OXA-48  ,7/8/15,,,,,,7/8/15,,94,IledeFrance
2231,19/06/2015,1,N,OXA-204  ,19/06/2015,,,,,,,,93,IledeFrance
2232,21/05/2015,2,N,OXA-48  ,,21/05/2015,,,,,21/05/2015,,82,Occitanie
2233,5/6/15,1,N,OXA-48  ,5/6/15,,,,,,5/6/15,,78,IledeFrance
2234,7/5/15,1,N,OXA-48  ,7/5/15,,,,,,7/5/15,,13,ProvenceAlpesCotedAzur
2235,23/03/2015,1,N,OXA-48  ,23/03/2015,,,,,,23/03/2015,,13,ProvenceAlpesCotedAzur
2236,21/07/2015,9,N,OXA-48  ,,21/07/2015,,21/07/2015,,,21/07/2015,,78,IledeFrance
2237,15/05/2015,2,N,OXA-48  ,,15/05/2015,,,,,15/05/2015,,79,Nouvelle-Aquitaine
2238,10/3/15,2,N,OXA-48  ,,10/3/15,,,,,10/3/15,,26,AuvergneRhoneAlpes
2239,14/10/2014,2,N,OXA-48  ,,14/10/2014,,,,,14/10/2014,,69,AuvergneRhoneAlpes
2240,28/03/2015,1,N,OXA-48  ,28/03/2015,,,,,,28/03/2015,,13,ProvenceAlpesCotedAzur
2241,4/5/15,1,N,OXA-48  ,4/5/15,,,,,,4/5/15,,78,IledeFrance
2242,21/04/2015,1,N,VIM  ,21/04/2015,,,,21/04/2015,,,,78,IledeFrance
2243,5/3/15,1,N,VIM-1  ,5/3/15,,,,5/3/15,,,,94,IledeFrance
2244,9/3/15,1,N,OXA-48  ,9/3/15,,,,,,9/3/15,,11,Occitanie
2245,3/8/15,3,N,OXA-48  ,,3/8/15,,,,,3/8/15,,68,Grand Est
2246,24/04/2015,1,N,VIM-1  ,24/04/2015,,,,24/04/2015,,,,65,Occitanie
2247,13/08/2015,2,N,OXA-48  ,,13/08/2015,,,,,13/08/2015,,36,Centre-Val de Loire
2248,11/8/15,1,N,OXA-48  ,11/8/15,,,,,,11/8/15,,75,IledeFrance
2249,19/08/2015,1,N,OXA-48 NDM-1 ,19/08/2015,,,,,,19/08/2015,19/08/2015,94,IledeFrance
2250,3/8/15,1,N,OXA-48  ,3/8/15,,,,,,3/8/15,,13,ProvenceAlpesCotedAzur
2251,12/7/15,1,N,OXA-48  ,12/7/15,,,,,,12/7/15,,13,ProvenceAlpesCotedAzur
2252,26/06/2015,1,N,OXA-48  ,26/06/2015,,,,,,26/06/2015,,13,ProvenceAlpesCotedAzur
2253,19/08/2015,7,N,OXA-48  ,,19/08/2015,,19/08/2015,,,19/08/2015,,92,IledeFrance
2254,18/08/2015,1,N,OXA-48  ,18/08/2015,,,,,,18/08/2015,,92,IledeFrance
2255,19/08/2015,1,N,OXA-48  ,19/08/2015,,,,,,19/08/2015,,75,IledeFrance
2256,8/4/15,1,N,OXA-48  ,8/4/15,,,,,,8/4/15,,13,ProvenceAlpesCotedAzur
2257,17/07/2015,1,N,KPC-2  ,17/07/2015,,,,,17/07/2015,,,95,IledeFrance
2258,13/08/2015,1,N,OXA-48  ,13/08/2015,,,,,,13/08/2015,,95,IledeFrance
2259,17/07/2015,1,N,OXA-48  ,17/07/2015,,,,,,17/07/2015,,54,Grand Est
2260,14/07/2015,1,N,OXA-48  ,14/07/2015,,,,,,14/07/2015,,85,Pays de la Loire
2261,17/07/2015,1,N,OXA-48  ,17/07/2015,,,,,,17/07/2015,,12,Occitanie
2262,28/07/2015,1,N,OXA-232  ,28/07/2015,,,,,,,,12,Occitanie
2263,19/08/2015,1,N,OXA-48  ,19/08/2015,,,,,,19/08/2015,,94,IledeFrance
2264,24/08/2015,1,N,NDM-1 KPC ,24/08/2015,,,,,24/08/2015,,24/08/2015,6,ProvenceAlpesCotedAzur
2265,1/6/15,4,N,OXA-48  ,,1/6/15,,,,,1/6/15,,69,AuvergneRhoneAlpes
2266,4/6/15,1,N,VIM-4  ,4/6/15,,,,4/6/15,,,,69,AuvergneRhoneAlpes
2267,4/8/15,1,N,OXA-48  ,4/8/15,,,,,,4/8/15,,6,ProvenceAlpesCotedAzur
2268,3/4/15,1,N,OXA-48  ,3/4/15,,,,,,3/4/15,,69,AuvergneRhoneAlpes
2269,10/7/15,1,N,OXA-48  ,10/7/15,,,,,,10/7/15,,78,IledeFrance
2270,5/5/15,1,N,OXA-181  ,5/5/15,,,,,,,,20,Corse
2271,19/08/2015,1,N,OXA-48  ,19/08/2015,,,,,,19/08/2015,,21,Bourgogne-Franche-Comtâ
2272,21/06/2015,3,N,OXA-48  ,,21/06/2015,,,,,21/06/2015,,62,Hauts-de-France
2273,8/4/15,1,N,OXA-48  ,8/4/15,,,,,,8/4/15,,13,ProvenceAlpesCotedAzur
2274,14/03/2014,1,N,OXA-48  ,14/03/2014,,,,,,14/03/2014,,30,Occitanie
2275,19/03/2014,1,N,OXA-48  ,19/03/2014,,,,,,19/03/2014,,59,Hauts-de-France
2276,29/05/2015,1,N,OXA-48  ,29/05/2015,,,,,,29/05/2015,,59,Hauts-de-France
2277,30/06/2015,1,N,OXA-48  ,30/06/2015,,,,,,30/06/2015,,59,Hauts-de-France
2278,10/6/15,3,N,VIM-1  ,,10/6/15,,,10/6/15,,,,59,Hauts-de-France
2279,4/3/15,1,N,OXA-181  ,4/3/15,,,,,,,,91,IledeFrance
2280,4/3/15,1,N,OXA-181  ,4/3/15,,,,,,,,91,IledeFrance
2281,4/3/15,1,N,OXA-181  ,4/3/15,,,,,,,,91,IledeFrance
2282,4/3/15,1,N,OXA-181  ,4/3/15,,,,,,,,91,IledeFrance
2283,4/3/15,1,N,OXA-181  ,4/3/15,,,,,,,,91,IledeFrance
2284,5/3/15,1,N,OXA-48  ,5/3/15,,,,,,5/3/15,,13,ProvenceAlpesCotedAzur
2285,5/3/15,1,N,OXA-48  ,5/3/15,,,,,,5/3/15,,59,Hauts-de-France
2286,6/3/15,1,N,OXA-48  ,6/3/15,,,,,,6/3/15,,37,Centre-Val de Loire
2287,9/3/15,1,N,OXA-181  ,9/3/15,,,,,,,,91,IledeFrance
2288,9/3/15,1,N,OXA-181  ,9/3/15,,,,,,,,91,IledeFrance
2289,9/3/15,1,N,OXA-181  ,9/3/15,,,,,,,,91,IledeFrance
2290,16/03/2015,1,N,OXA-181  ,16/03/2015,,,,,,,,91,IledeFrance
2291,16/03/2015,1,N,OXA-181  ,16/03/2015,,,,,,,,91,IledeFrance
2292,16/03/2015,1,N,OXA-48  ,16/03/2015,,,,,,16/03/2015,,91,IledeFrance
2293,17/03/2015,1,N,OXA-48  ,17/03/2015,,,,,,17/03/2015,,94,IledeFrance
2294,20/03/2015,1,N,OXA-48  ,20/03/2015,,,,,,20/03/2015,,91,IledeFrance
2295,27/03/2015,1,N,OXA-48  ,27/03/2015,,,,,,27/03/2015,,94,IledeFrance
2296,7/4/15,1,N,OXA-48  ,7/4/15,,,,,,7/4/15,,92,IledeFrance
2297,14/04/2015,1,N,OXA-181 NDM-1 ,14/04/2015,,,,,,,14/04/2015,94,IledeFrance
2298,14/04/2015,1,N,VIM-1  ,14/04/2015,,,,14/04/2015,,,,92,IledeFrance
2299,11/5/15,1,N,OXA-48  ,11/5/15,,,,,,11/5/15,,94,IledeFrance
2300,12/5/15,1,N,OXA-48  ,12/5/15,,,,,,12/5/15,,20,Corse
2301,13/05/2015,1,N,OXA-48  ,13/05/2015,,,,,,13/05/2015,,37,Centre-Val de Loire
2302,15/05/2015,1,N,OXA-48  ,15/05/2015,,,,,,15/05/2015,,93,IledeFrance
2303,18/05/2015,1,N,OXA-48  ,18/05/2015,,,,,,18/05/2015,,93,IledeFrance
2304,18/05/2015,1,N,OXA-48  ,18/05/2015,,,,,,18/05/2015,,93,IledeFrance
2305,18/05/2015,1,N,OXA-48  ,18/05/2015,,,,,,18/05/2015,,93,IledeFrance
2306,21/05/2015,1,N,OXA-48  ,21/05/2015,,,,,,21/05/2015,,94,IledeFrance
2307,30/06/2015,1,N,OXA-48  ,30/06/2015,,,,,,30/06/2015,,37,Centre-Val de Loire
2308,7/7/15,1,N,OXA-48  ,7/7/15,,,,,,7/7/15,,59,Hauts-de-France
2309,9/7/15,1,N,OXA-48  ,9/7/15,,,,,,9/7/15,,59,Hauts-de-France
2310,10/7/15,1,N,NDM-1  ,10/7/15,,,,,,,10/7/15,95,IledeFrance
2311,15/07/2015,1,N,OXA-48  ,15/07/2015,,,,,,15/07/2015,,6,ProvenceAlpesCotedAzur
2312,17/07/2015,1,N,OXA-48  ,17/07/2015,,,,,,17/07/2015,,93,IledeFrance
2313,21/07/2015,1,N,OXA-48  ,21/07/2015,,,,,,21/07/2015,,91,IledeFrance
2314,27/07/2015,1,N,OXA-48  ,27/07/2015,,,,,,27/07/2015,,94,IledeFrance
2315,28/07/2015,1,N,OXA-48  ,28/07/2015,,,,,,28/07/2015,,91,IledeFrance
2316,13/03/2015,1,N,OXA-48  ,13/03/2015,,,,,,13/03/2015,,78,IledeFrance
2317,19/05/2015,1,N,OXA-48  ,19/05/2015,,,,,,19/05/2015,,78,IledeFrance
2318,9/6/15,1,N,OXA-48  ,9/6/15,,,,,,9/6/15,,78,IledeFrance
2319,3/7/15,1,N,OXA-48  ,3/7/15,,,,,,3/7/15,,2,Hauts-de-France
2320,7/7/15,1,N,OXA-48  ,7/7/15,,,,,,7/7/15,,77,IledeFrance
2321,28/07/2015,1,N,OXA-48  ,28/07/2015,,,,,,28/07/2015,,91,IledeFrance
2322,28/07/2015,1,N,OXA-48  ,28/07/2015,,,,,,28/07/2015,,6,ProvenceAlpesCotedAzur
2323,28/07/2015,1,N,OXA-48  ,28/07/2015,,,,,,28/07/2015,,92,IledeFrance
2324,7/8/15,1,N,NDM-1  ,7/8/15,,,,,,,7/8/15,94,IledeFrance
2325,14/08/2015,1,N,OXA-48  ,14/08/2015,,,,,,14/08/2015,,62,Hauts-de-France
2326,14/08/2015,1,N,OXA-48  ,14/08/2015,,,,,,14/08/2015,,20,Corse
2327,31/07/2015,1,N,NDM-1  ,31/07/2015,,,,,,,31/07/2015,974,La Reunion
2328,6/3/15,1,N,OXA-48  ,6/3/15,,,,,,6/3/15,,13,ProvenceAlpesCotedAzur
2329,10/3/15,1,N,OXA-48  ,10/3/15,,,,,,10/3/15,,83,ProvenceAlpesCotedAzur
2330,16/03/2015,1,N,OXA-48  ,16/03/2015,,,,,,16/03/2015,,75,IledeFrance
2331,19/03/2015,1,N,OXA-48  ,19/03/2015,,,,,,19/03/2015,,13,ProvenceAlpesCotedAzur
2332,24/03/2015,1,N,OXA-48  ,24/03/2015,,,,,,24/03/2015,,64,Nouvelle-Aquitaine
2333,27/03/2015,1,N,OXA-48  ,27/03/2015,,,,,,27/03/2015,,33,Nouvelle-Aquitaine
2334,21/05/2015,1,N,OXA-48  ,21/05/2015,,,,,,21/05/2015,,13,ProvenceAlpesCotedAzur
2335,5/6/15,1,N,IMP-4  ,5/6/15,,,,,,,,98,Monaco
2336,9/6/15,1,N,NDM-1  ,9/6/15,,,,,,,9/6/15,98,Monaco
2337,17/06/2015,1,N,OXA-48  ,17/06/2015,,,,,,17/06/2015,,13,ProvenceAlpesCotedAzur
2338,13/07/2015,1,N,OXA-204  ,13/07/2015,,,,,,,,13,ProvenceAlpesCotedAzur
2339,20/07/2015,1,N,NDM-1  ,20/07/2015,,,,,,,20/07/2015,98,Monaco
2340,24/07/2015,1,N,IMP-4  ,24/07/2015,,,,,,,,98,Monaco
2341,18/03/2015,1,N,OXA-48  ,18/03/2015,,,,,,18/03/2015,,83,ProvenceAlpesCotedAzur
2342,19/03/2015,1,N,OXA-48  ,19/03/2015,,,,,,19/03/2015,,54,Grand Est
2343,24/03/2015,1,N,OXA-48  ,24/03/2015,,,,,,24/03/2015,,83,ProvenceAlpesCotedAzur
2344,25/03/2015,1,N,OXA-48  ,25/03/2015,,,,,,25/03/2015,,2,Hauts-de-France
2345,26/03/2015,1,N,OXA-48  ,26/03/2015,,,,,,26/03/2015,,41,Centre-Val de Loire
2346,30/03/2015,1,N,OXA-48  ,30/03/2015,,,,,,30/03/2015,,2,Hauts-de-France
2347,1/4/15,1,N,OXA-48 NDM-4 ,1/4/15,,,,,,1/4/15,1/4/15,68,Grand Est
2348,29/04/2015,1,N,OXA-48  ,29/04/2015,,,,,,29/04/2015,,83,ProvenceAlpesCotedAzur
2349,30/04/2015,1,N,OXA-48  ,30/04/2015,,,,,,30/04/2015,,83,ProvenceAlpesCotedAzur
2350,4/5/15,1,N,OXA-48  ,4/5/15,,,,,,4/5/15,,87,Nouvelle-Aquitaine
2351,12/5/15,1,N,OXA-48  ,12/5/15,,,,,,12/5/15,,11,Occitanie
2352,20/05/2015,1,N,OXA-48  ,20/05/2015,,,,,,20/05/2015,,69,AuvergneRhoneAlpes
2353,26/05/2015,1,N,OXA-48  ,26/05/2015,,,,,,26/05/2015,,57,Grand Est
2354,4/6/15,1,N,OXA-48  ,4/6/15,,,,,,4/6/15,,73,AuvergneRhoneAlpes
2355,9/6/15,1,N,NDM-1  ,9/6/15,,,,,,,9/6/15,74,AuvergneRhoneAlpes
2356,9/6/15,1,N,VIM-1  ,9/6/15,,,,9/6/15,,,,6,ProvenceAlpesCotedAzur
2357,9/6/15,1,N,KPC-3  ,9/6/15,,,,,9/6/15,,,68,Grand Est
2358,10/6/15,1,N,OXA-48  ,10/6/15,,,,,,10/6/15,,42,AuvergneRhoneAlpes
2359,15/06/2015,1,N,OXA-48  ,15/06/2015,,,,,,15/06/2015,,42,AuvergneRhoneAlpes
2360,9/6/15,1,N,OXA-48  ,9/6/15,,,,,,9/6/15,,83,ProvenceAlpesCotedAzur
2361,22/06/2015,1,N,OXA-48  ,22/06/2015,,,,,,22/06/2015,,69,AuvergneRhoneAlpes
2362,23/06/2015,1,N,OXA-48  ,23/06/2015,,,,,,23/06/2015,,54,Grand Est
2363,25/06/2015,1,N,OXA-48  ,25/06/2015,,,,,,25/06/2015,,38,AuvergneRhoneAlpes
2364,1/7/15,1,N,OXA-48  ,1/7/15,,,,,,1/7/15,,75,IledeFrance
2365,2/7/15,1,N,OXA-48  ,2/7/15,,,,,,2/7/15,,3,AuvergneRhoneAlpes
2366,7/7/15,1,N,OXA-48  ,7/7/15,,,,,,7/7/15,,83,ProvenceAlpesCotedAzur
2367,9/7/15,1,N,OXA-48  ,9/7/15,,,,,,9/7/15,,62,Hauts-de-France
2368,13/07/2015,1,N,OXA-48  ,13/07/2015,,,,,,13/07/2015,,75,IledeFrance
2369,22/07/2015,1,N,OXA-48 NDM-1 ,22/07/2015,,,,,,22/07/2015,22/07/2015,62,Hauts-de-France
2370,22/07/2015,1,N,OXA-48  ,22/07/2015,,,,,,22/07/2015,,62,Hauts-de-France
2371,22/07/2015,1,N,OXA-48  ,22/07/2015,,,,,,22/07/2015,,62,Hauts-de-France
2372,22/07/2015,1,N,OXA-48  ,22/07/2015,,,,,,22/07/2015,,25,Bourgogne-Franche-Comtâ
2373,27/07/2015,1,N,OXA-48  ,27/07/2015,,,,,,27/07/2015,,69,AuvergneRhoneAlpes
2374,7/8/15,1,N,OXA-48  ,7/8/15,,,,,,7/8/15,,62,Hauts-de-France
2375,10/8/15,1,N,OXA-244  ,10/8/15,,,,,,,,54,Grand Est
2376,12/8/15,1,N,OXA-48  ,12/8/15,,,,,,12/8/15,,62,Hauts-de-France
2377,4/8/15,1,N,OXA-48  ,4/8/15,,,,,,4/8/15,,93,IledeFrance
2378,4/9/15,1,N,OXA-48  ,4/9/15,,,,,,4/9/15,,69,AuvergneRhoneAlpes
2379,3/9/15,1,N,OXA-48  ,3/9/15,,,,,,3/9/15,,13,ProvenceAlpesCotedAzur
2380,24/08/2015,1,N,OXA-48  ,24/08/2015,,,,,,24/08/2015,,78,IledeFrance
2381,27/08/2015,1,N,NDM-1  ,27/08/2015,,,,,,,27/08/2015,20,Corse
2382,27/08/2015,1,N,NDM-1  ,27/08/2015,,,,,,,27/08/2015,20,Corse
2383,5/9/15,1,N,OXA-48  ,5/9/15,,,,,,5/9/15,,92,IledeFrance
2384,24/08/2015,1,N,KPC-3  ,24/08/2015,,,,,24/08/2015,,,20,Corse
2385,9/9/15,1,N,VIM-1  ,9/9/15,,,,9/9/15,,,,45,Centre-Val de Loire
2386,6/9/15,1,N,OXA-48  ,6/9/15,,,,,,6/9/15,,75,IledeFrance
2387,7/9/15,1,N,NDM-1  ,7/9/15,,,,,,,7/9/15,92,IledeFrance
2388,8/9/15,5,N,OXA-48  ,,8/9/15,,,,,8/9/15,,39,Bourgogne-Franche-Comtâ
2389,9/9/15,1,N,OXA-48  ,9/9/15,,,,,,9/9/15,,75,IledeFrance
2390,13/09/2015,1,N,OXA-48  ,13/09/2015,,,,,,13/09/2015,,37,Centre-Val de Loire
2391,12/8/15,1,N,OXA-48  ,12/8/15,,,,,,12/8/15,,93,IledeFrance
2392,17/09/2015,1,N,OXA-48  ,17/09/2015,,,,,,17/09/2015,,94,IledeFrance
2393,2/9/15,1,N,OXA-48  ,2/9/15,,,,,,2/9/15,,57,Grand Est
2394,6/9/15,1,N,OXA-48  ,6/9/15,,,,,,6/9/15,,59,Hauts-de-France
2395,6/9/15,1,N,OXA-48  ,6/9/15,,,,,,6/9/15,,59,Hauts-de-France
2396,19/09/2015,1,N,OXA-48  ,19/09/2015,,,,,,19/09/2015,,75,IledeFrance
2397,23/09/2015,1,N,KPC  ,23/09/2015,,,,,23/09/2015,,,34,Occitanie
2398,29/11/2014,1,N,OXA-48  ,29/11/2014,,,,,,29/11/2014,,6,ProvenceAlpesCotedAzur
2399,10/11/15,2,N,OXA-48  ,,10/11/15,,,,,10/11/15,,59,Hauts-de-France
2400,8/11/15,7,N,OXA-48  ,,8/11/15,,8/11/15,,,8/11/15,,69,AuvergneRhoneAlpes
2401,7/9/15,4,N,VIM-2  ,,7/9/15,,,7/9/15,,,,13,ProvenceAlpesCotedAzur
2402,5/9/15,2,N,OXA-48  ,,5/9/15,,,,,5/9/15,,93,IledeFrance
2403,16/10/2015,1,N,OXA-48  ,16/10/2015,,,,,,16/10/2015,,34,Occitanie
2404,12/11/15,1,N,OXA-48  ,12/11/15,,,,,,12/11/15,,92,IledeFrance
2405,19/11/2015,1,N,OXA-48  ,19/11/2015,,,,,,19/11/2015,,69,AuvergneRhoneAlpes
2406,12/10/15,1,N,OXA-48  ,12/10/15,,,,,,12/10/15,,83,ProvenceAlpesCotedAzur
2407,19/10/2015,1,N,NDM  ,19/10/2015,,,,,,,19/10/2015,59,Hauts-de-France
2408,12/11/15,1,N,OXA-48  ,12/11/15,,,,,,12/11/15,,60,Hauts-de-France
2409,13/11/2015,1,N,OXA-48  ,13/11/2015,,,,,,13/11/2015,,80,Hauts-de-France
2410,7/11/15,2,N,OXA-48  ,,7/11/15,,,,,7/11/15,,59,Hauts-de-France
2411,23/11/2015,1,N,NDM  ,23/11/2015,,,,,,,23/11/2015,59,Hauts-de-France
2412,20/11/2015,1,N,OXA-48  ,20/11/2015,,,,,,20/11/2015,,60,Hauts-de-France
2413,6/10/15,1,N,OXA-181  ,6/10/15,,,,,,,,94,IledeFrance
2414,27/10/2015,1,N,OXA-48  ,27/10/2015,,,,,,27/10/2015,,75,IledeFrance
2415,20/11/2015,1,N,OXA-48  ,20/11/2015,,,,,,20/11/2015,,28,Centre-Val de Loire
2416,6/12/15,1,N,NDM-1  ,6/12/15,,,,,,,6/12/15,75,IledeFrance
2417,26/11/2015,1,N,OXA-48  ,26/11/2015,,,,,,26/11/2015,,78,IledeFrance
2418,2/12/15,2,N,OXA-48  ,,2/12/15,,,,,2/12/15,,33,Nouvelle-Aquitaine
2419,5/12/15,1,N,OXA-48  ,5/12/15,,,,,,5/12/15,,59,Hauts-de-France
2420,12/12/15,1,N,OXA-48  ,12/12/15,,,,,,12/12/15,,95,IledeFrance
2421,26/11/2015,1,N,VIM-1  ,26/11/2015,,,,26/11/2015,,,,81,Occitanie
2422,1/10/15,7,N,OXA-48  ,,1/10/15,,1/10/15,,,1/10/15,,62,Hauts-de-France
2423,28/08/2015,1,N,NDM-5  ,28/08/2015,,,,,,,28/08/2015,79,Nouvelle-Aquitaine
2424,17/09/2015,1,N,OXA-48  ,17/09/2015,,,,,,17/09/2015,,57,Grand Est
2425,2/10/15,1,N,OXA-48  ,2/10/15,,,,,,2/10/15,,37,Centre-Val de Loire
2426,8/11/15,23,N,OXA-48  ,,8/11/15,,8/11/15,,,8/11/15,,13,ProvenceAlpesCotedAzur
2427,17/09/2015,1,N,OXA-181  ,17/09/2015,,,,,,,,94,IledeFrance
2428,16/09/2015,2,N,OXA-48  ,,16/09/2015,,,,,16/09/2015,,91,IledeFrance
2429,27/08/2015,1,N,OXA-48  ,27/08/2015,,,,,,27/08/2015,,75,IledeFrance
2430,27/08/2015,1,N,OXA-48  ,27/08/2015,,,,,,27/08/2015,,13,ProvenceAlpesCotedAzur
2431,6/10/15,1,N,OXA-48  ,6/10/15,,,,,,6/10/15,,23,Nouvelle-Aquitaine
2432,1/9/15,1,N,OXA-48  ,1/9/15,,,,,,1/9/15,,93,IledeFrance
2433,4/9/15,2,N,OXA-48  ,,4/9/15,,,,,4/9/15,,14,Normandie
2434,21/09/2015,1,N,OXA-48  ,21/09/2015,,,,,,21/09/2015,,82,Occitanie
2435,28/09/2015,1,N,OXA-48  ,28/09/2015,,,,,,28/09/2015,,87,Nouvelle-Aquitaine
2436,30/10/2015,3,N,OXA-48  ,,30/10/2015,,,,,30/10/2015,,44,Pays de la Loire
2437,5/10/15,1,N,OXA-48  ,5/10/15,,,,,,5/10/15,,59,Hauts-de-France
2438,7/10/15,1,N,OXA-48  ,7/10/15,,,,,,7/10/15,,54,Grand Est
2439,7/10/15,1,N,NDM-1  ,7/10/15,,,,,,,7/10/15,31,Occitanie
2440,5/10/15,3,N,OXA-48  ,,5/10/15,,,,,5/10/15,,51,Grand Est
2441,10/9/15,1,N,VIM-1  ,10/9/15,,,,10/9/15,,,,94,IledeFrance
2442,24/09/2015,1,N,OXA-48  ,24/09/2015,,,,,,24/09/2015,,74,AuvergneRhoneAlpes
2443,12/10/15,2,N,OXA-48  ,,12/10/15,,,,,12/10/15,,91,IledeFrance
2444,7/9/15,2,N,NDM-1  ,,7/9/15,,,,,,7/9/15,77,IledeFrance
2445,17/11/2015,4,N,NDM-4  ,,17/11/2015,,,,,,17/11/2015,33,Nouvelle-Aquitaine
2446,15/09/2015,1,N,OXA-48  ,15/09/2015,,,,,,15/09/2015,,54,Grand Est
2447,19/10/2015,1,N,OXA-48  ,19/10/2015,,,,,,19/10/2015,,55,Grand Est
2448,9/10/15,1,N,OXA-48  ,9/10/15,,,,,,9/10/15,,42,AuvergneRhoneAlpes
2449,12/10/15,1,N,OXA-48  ,12/10/15,,,,,,12/10/15,,34,Occitanie
2450,6/10/15,1,N,OXA-48  ,6/10/15,,,,,,6/10/15,,92,IledeFrance
2451,22/10/2015,1,N,OXA-48  ,22/10/2015,,,,,,22/10/2015,,71,Bourgogne-Franche-Comtâ
2452,17/10/2015,1,N,OXA-48  ,17/10/2015,,,,,,17/10/2015,,95,IledeFrance
2453,25/08/2015,1,N,OXA-48  ,25/08/2015,,,,,,25/08/2015,,67,Grand Est
2454,17/10/2015,1,N,OXA-48  ,17/10/2015,,,,,,17/10/2015,,67,Grand Est
2455,18/09/2015,1,N,OXA-48  ,18/09/2015,,,,,,18/09/2015,,33,Nouvelle-Aquitaine
2456,6/10/15,1,N,OXA-48  ,6/10/15,,,,,,6/10/15,,69,AuvergneRhoneAlpes
2457,10/10/15,2,N,OXA-48  ,,10/10/15,,,,,10/10/15,,69,AuvergneRhoneAlpes
2458,2/11/15,1,N,OXA-48  ,2/11/15,,,,,,2/11/15,,69,AuvergneRhoneAlpes
2459,20/10/2015,1,N,NDM  ,20/10/2015,,,,,,,20/10/2015,75,IledeFrance
2460,19/11/2015,1,N,OXA-48  ,19/11/2015,,,,,,19/11/2015,,13,ProvenceAlpesCotedAzur
2461,2/12/15,1,N,OXA-48  ,2/12/15,,,,,,2/12/15,,31,Occitanie
2462,17/11/2015,1,N,OXA-48  ,17/11/2015,,,,,,17/11/2015,,11,Occitanie
2463,1/12/15,1,N,OXA-48  ,1/12/15,,,,,,1/12/15,,9,Occitanie
2464,3/12/15,1,N,OXA-48  ,3/12/15,,,,,,3/12/15,,78,IledeFrance
2465,12/12/15,1,N,OXA-48  ,12/12/15,,,,,,12/12/15,,75,IledeFrance
2466,18/11/2015,1,N,OXA-48  ,18/11/2015,,,,,,18/11/2015,,45,Centre-Val de Loire
