Episode;DateEpisode;TotalCases;Imported;Mechanism;DateOneCase;DateMoreOneCase;DateImported;DateMoreFiveCases;VIM;KPC;OXA48;NDM;Department;Region
677;01/10/2013;1;O;OXA-48  ;01/10/2013;;01/10/2013;;;;01/10/2013;;75;Ile-de-France
678;02/10/2013;1;O;OXA-48  ;02/10/2013;;02/10/2013;;;;02/10/2013;;94;Ile-de-France
679;02/10/2013;1;O;OXA-48  ;02/10/2013;;02/10/2013;;;;02/10/2013;;75;Ile-de-France
680;02/10/2013;1;N;OXA-48  ;02/10/2013;;;;;;02/10/2013;;94;Ile-de-France
681;03/10/2013;1;O;OXA-48  ;03/10/2013;;03/10/2013;;;;03/10/2013;;75;Ile-de-France
682;03/10/2013;1;O;OXA-48  ;03/10/2013;;03/10/2013;;;;03/10/2013;;92;Ile-de-France
683;04/10/2013;1;N;OXA-48  ;04/10/2013;;;;;;04/10/2013;;95;Ile-de-France
684;06/10/2013;1;O;OXA-48  ;06/10/2013;;06/10/2013;;;;06/10/2013;;94;Ile-de-France
685;07/10/2013;1;O;OXA-48  ;07/10/2013;;07/10/2013;;;;07/10/2013;;6;Provence-Alpes-Cote d'Azur
686;07/10/2013;1;N;NDM  ;07/10/2013;;;;;;;07/10/2013;55;Grand Est
687;08/10/2013;1;O;OXA-48  ;08/10/2013;;08/10/2013;;;;08/10/2013;;6;Provence-Alpes-Cote d'Azur
688;08/10/2013;1;O;OXA-48  ;08/10/2013;;08/10/2013;;;;08/10/2013;;6;Provence-Alpes-Cote d'Azur
689;08/10/2013;22;O;KPC  ;;08/10/2013;08/10/2013;08/10/2013;;08/10/2013;;;49;Pays de la Loire
690;08/10/2013;1;O;OXA-48  ;08/10/2013;;08/10/2013;;;;08/10/2013;;94;Ile-de-France
691;08/10/2013;1;N;NDM  ;08/10/2013;;;;;;;08/10/2013;83;Provence-Alpes-Cote d'Azur
692;08/10/2013;1;N;OXA-48  ;08/10/2013;;;;;;08/10/2013;;68;Grand Est
693;09/10/2013;1;O;OXA-48  ;09/10/2013;;09/10/2013;;;;09/10/2013;;75;Ile-de-France
694;09/10/2013;1;O;OXA-48  ;09/10/2013;;09/10/2013;;;;09/10/2013;;75;Ile-de-France
695;10/10/2013;1;N;OXA-48  ;10/10/2013;;;;;;10/10/2013;;6;Provence-Alpes-Cote d'Azur
696;10/10/2013;1;N;OXA-48  ;10/10/2013;;;;;;10/10/2013;;75;Ile-de-France
697;11/10/2013;1;N;OXA-48  ;11/10/2013;;;;;;11/10/2013;;67;Grand Est
698;12/10/2013;1;O;OXA-48  ;12/10/2013;;12/10/2013;;;;12/10/2013;;93;Ile-de-France
699;14/10/2013;1;O;OXA-48  ;14/10/2013;;14/10/2013;;;;14/10/2013;;13;Provence-Alpes-Cote d'Azur
700;14/10/2013;1;O;VIM  ;14/10/2013;;14/10/2013;;14/10/2013;;;;94;Ile-de-France
701;14/10/2013;1;N;OXA-48  ;14/10/2013;;;;;;14/10/2013;;83;Provence-Alpes-Cote d'Azur
702;15/10/2013;1;O;OXA-48 NDM ;15/10/2013;;15/10/2013;;;;15/10/2013;15/10/2013;42;Auvergne-Rhone-Alpes
703;15/10/2013;1;N;NDM  ;15/10/2013;;;;;;;15/10/2013;974;La Reunion
704;15/10/2013;1;N;OXA-48  ;15/10/2013;;;;;;15/10/2013;;6;Provence-Alpes-Cote d'Azur
705;16/10/2013;1;N;OXA-48  ;16/10/2013;;;;;;16/10/2013;;33;Nouvelle-Aquitaine
706;17/10/2013;1;O;OXA-48  ;17/10/2013;;17/10/2013;;;;17/10/2013;;75;Ile-de-France
707;17/10/2013;1;N;OXA-48  ;17/10/2013;;;;;;17/10/2013;;67;Grand Est
708;18/10/2013;2;O;OXA-48  ;;18/10/2013;18/10/2013;;;;18/10/2013;;93;Ile-de-France
709;21/10/2013;1;O;VIM  ;21/10/2013;;21/10/2013;;21/10/2013;;;;1;Auvergne-Rhone-Alpes
710;22/10/2013;7;N;OXA-48  ;;22/10/2013;;22/10/2013;;;22/10/2013;;35;Bretagne
711;22/10/2013;1;N;OXA-48  ;22/10/2013;;;;;;22/10/2013;;67;Grand Est
712;22/10/2013;1;N;VIM  ;22/10/2013;;;;22/10/2013;;;;75;Ile-de-France
713;22/10/2013;1;N;OXA-48  ;22/10/2013;;;;;;22/10/2013;;92;Ile-de-France
714;23/10/2013;2;O;OXA-48  ;;23/10/2013;23/10/2013;;;;23/10/2013;;75;Ile-de-France
715;23/10/2013;1;N;OXA-48  ;23/10/2013;;;;;;23/10/2013;;59;Hauts-de-France
716;24/10/2013;4;O;OXA-48 NDM ;;24/10/2013;24/10/2013;;;;24/10/2013;24/10/2013;3;Auvergne-Rhone-Alpes
717;24/10/2013;1;N;OXA-48  ;24/10/2013;;;;;;24/10/2013;;35;Bretagne
718;24/10/2013;1;N;OXA-48  ;24/10/2013;;;;;;24/10/2013;;75;Ile-de-France
719;25/10/2013;1;O;OXA-48  ;25/10/2013;;25/10/2013;;;;25/10/2013;;60;Hauts-de-France
720;25/10/2013;1;O;OXA-48  ;25/10/2013;;25/10/2013;;;;25/10/2013;;94;Ile-de-France
721;25/10/2013;1;O;OXA-48  ;25/10/2013;;25/10/2013;;;;25/10/2013;;93;Ile-de-France
722;25/10/2013;1;N;OXA-48  ;25/10/2013;;;;;;25/10/2013;;75;Ile-de-France
723;26/10/2013;1;N;OXA-48  ;26/10/2013;;;;;;26/10/2013;;93;Ile-de-France
724;28/10/2013;1;N;OXA-48  ;28/10/2013;;;;;;28/10/2013;;54;Grand Est
725;29/10/2013;1;N;OXA-48  ;29/10/2013;;;;;;29/10/2013;;75;Ile-de-France
726;29/10/2013;1;N;OXA-48  ;29/10/2013;;;;;;29/10/2013;;92;Ile-de-France
727;30/10/2013;1;O;OXA-48  ;30/10/2013;;30/10/2013;;;;30/10/2013;;93;Ile-de-France
728;30/10/2013;1;N;OXA-48  ;30/10/2013;;;;;;30/10/2013;;29;Bretagne
729;30/10/2013;1;N;OXA-48 NDM-5 ;30/10/2013;;;;;;30/10/2013;30/10/2013;13;Provence-Alpes-Cote d'Azur
730;31/10/2013;1;O;OXA-48  ;31/10/2013;;31/10/2013;;;;31/10/2013;;6;Provence-Alpes-Cote d'Azur
731;01/11/2013;1;O;OXA-48  ;01/11/2013;;01/11/2013;;;;01/11/2013;;75;Ile-de-France
732;01/11/2013;1;O;OXA-48  ;01/11/2013;;01/11/2013;;;;01/11/2013;;93;Ile-de-France
733;02/11/2013;1;N;OXA-48  ;02/11/2013;;;;;;02/11/2013;;75;Ile-de-France
734;02/11/2013;1;N;VIM  ;02/11/2013;;;;02/11/2013;;;;13;Provence-Alpes-Cote d'Azur
735;03/11/2013;1;N;OXA-48  ;03/11/2013;;;;;;03/11/2013;;93;Ile-de-France
736;04/11/2013;1;O;OXA-48  ;04/11/2013;;04/11/2013;;;;04/11/2013;;25;Bourgogne-Franche-Comte
737;04/11/2013;2;O;OXA-48  ;;04/11/2013;04/11/2013;;;;04/11/2013;;75;Ile-de-France
738;04/11/2013;1;O;OXA-48  ;04/11/2013;;04/11/2013;;;;04/11/2013;;33;Nouvelle-Aquitaine
739;04/11/2013;1;O;OXA-48  ;04/11/2013;;04/11/2013;;;;04/11/2013;;94;Ile-de-France
740;04/11/2013;1;N;OXA-48  ;04/11/2013;;;;;;04/11/2013;;25;Bourgogne-Franche-Comte
741;04/11/2013;1;N;OXA-48  ;04/11/2013;;;;;;04/11/2013;;77;Ile-de-France
742;06/11/2013;1;O;NDM-1  ;06/11/2013;;06/11/2013;;;;;06/11/2013;75;Ile-de-France
743;06/11/2013;1;N;OXA-48  ;06/11/2013;;;;;;06/11/2013;;83;Provence-Alpes-Cote d'Azur
744;07/11/2013;1;O;OXA-48 NDM ;07/11/2013;;07/11/2013;;;;07/11/2013;07/11/2013;92;Ile-de-France
745;07/11/2013;1;O;KPC  ;07/11/2013;;07/11/2013;;;07/11/2013;;;92;Ile-de-France
746;08/11/2013;1;N;OXA-48  ;08/11/2013;;;;;;08/11/2013;;38;Auvergne-Rhone-Alpes
747;12/11/2013;1;O;NDM-1  ;12/11/2013;;12/11/2013;;;;;12/11/2013;67;Grand Est
748;13/11/2013;1;N;OXA-48  ;13/11/2013;;;;;;13/11/2013;;54;Grand Est
749;13/11/2013;1;N;OXA-48  ;13/11/2013;;;;;;13/11/2013;;6;Provence-Alpes-Cote d'Azur
750;14/11/2013;1;O;OXA-48  ;14/11/2013;;14/11/2013;;;;14/11/2013;;75;Ile-de-France
751;14/11/2013;1;O;OXA-48  ;14/11/2013;;14/11/2013;;;;14/11/2013;;94;Ile-de-France
752;14/11/2013;1;N;OXA-48  ;14/11/2013;;;;;;14/11/2013;;75;Ile-de-France
753;15/11/2013;1;N;OXA-48  ;15/11/2013;;;;;;15/11/2013;;42;Auvergne-Rhone-Alpes
754;15/11/2013;1;N;OXA-48  ;15/11/2013;;;;;;15/11/2013;;91;Ile-de-France
755;16/11/2013;1;O;OXA-48 NDM ;16/11/2013;;16/11/2013;;;;16/11/2013;16/11/2013;93;Ile-de-France
756;18/11/2013;1;O;OXA-48  ;18/11/2013;;18/11/2013;;;;18/11/2013;;75;Ile-de-France
757;18/11/2013;1;N;OXA-48  ;18/11/2013;;;;;;18/11/2013;;42;Auvergne-Rhone-Alpes
758;19/11/2013;1;O;OXA-48  ;19/11/2013;;19/11/2013;;;;19/11/2013;;35;Bretagne
759;19/11/2013;1;N;NDM  ;19/11/2013;;;;;;;19/11/2013;69;Auvergne-Rhone-Alpes
760;20/11/2013;1;O;OXA-48  ;20/11/2013;;20/11/2013;;;;20/11/2013;;93;Ile-de-France
761;20/11/2013;1;O;OXA-48  ;20/11/2013;;20/11/2013;;;;20/11/2013;;25;Bourgogne-Franche-Comte
762;21/11/2013;1;O;NDM-1  ;21/11/2013;;21/11/2013;;;;;21/11/2013;75;Ile-de-France
763;21/11/2013;1;N;OXA-48  ;21/11/2013;;;;;;21/11/2013;;38;Auvergne-Rhone-Alpes
764;21/11/2013;1;N;OXA-48  ;21/11/2013;;;;;;21/11/2013;;13;Provence-Alpes-Cote d'Azur
765;22/11/2013;1;O;NDM  ;22/11/2013;;22/11/2013;;;;;22/11/2013;93;Ile-de-France
766;22/11/2013;1;N;OXA-48  ;22/11/2013;;;;;;22/11/2013;;83;Provence-Alpes-Cote d'Azur
767;22/11/2013;1;N;OXA-48  ;22/11/2013;;;;;;22/11/2013;;82;Occitanie
768;23/11/2013;1;N;OXA-48  ;23/11/2013;;;;;;23/11/2013;;13;Provence-Alpes-Cote d'Azur
769;24/11/2013;1;O;OXA-48  ;24/11/2013;;24/11/2013;;;;24/11/2013;;75;Ile-de-France
770;25/11/2013;1;N;VIM  ;25/11/2013;;;;25/11/2013;;;;13;Provence-Alpes-Cote d'Azur
771;25/11/2013;1;N;VIM  ;25/11/2013;;;;25/11/2013;;;;13;Provence-Alpes-Cote d'Azur
772;26/11/2013;1;N;OXA-48  ;26/11/2013;;;;;;26/11/2013;;13;Provence-Alpes-Cote d'Azur
773;26/11/2013;1;N;OXA-48  ;26/11/2013;;;;;;26/11/2013;;24;Nouvelle-Aquitaine
774;27/11/2013;1;N;OXA-48  ;27/11/2013;;;;;;27/11/2013;;13;Provence-Alpes-Cote d'Azur
775;28/11/2013;1;O;OXA-48 NDM ;28/11/2013;;28/11/2013;;;;28/11/2013;28/11/2013;94;Ile-de-France
776;28/11/2013;1;N;KPC  ;28/11/2013;;;;;28/11/2013;;;94;Ile-de-France
777;29/11/2013;3;N;OXA-48  ;;29/11/2013;;;;;29/11/2013;;30;Occitanie
778;29/11/2013;1;N;OXA-48  ;29/11/2013;;;;;;29/11/2013;;13;Provence-Alpes-Cote d'Azur
779;30/11/2013;1;N;OXA-48  ;30/11/2013;;;;;;30/11/2013;;75;Ile-de-France
780;01/12/2013;1;N;OXA-48  ;01/12/2013;;;;;;01/12/2013;;83;Provence-Alpes-Cote d'Azur
781;02/12/2013;1;O;OXA-48  ;02/12/2013;;02/12/2013;;;;02/12/2013;;75;Ile-de-France
782;02/12/2013;1;O;OXA-48  ;02/12/2013;;02/12/2013;;;;02/12/2013;;13;Provence-Alpes-Cote d'Azur
783;02/12/2013;1;N;OXA-48  ;02/12/2013;;;;;;02/12/2013;;93;Ile-de-France
784;02/12/2013;1;N;OXA-48  ;02/12/2013;;;;;;02/12/2013;;67;Grand Est
785;03/12/2013;1;O;OXA-48  ;03/12/2013;;03/12/2013;;;;03/12/2013;;42;Auvergne-Rhone-Alpes
786;04/12/2013;1;O;OXA-48  ;04/12/2013;;04/12/2013;;;;04/12/2013;;91;Ile-de-France
787;04/12/2013;1;O;OXA-48  ;04/12/2013;;04/12/2013;;;;04/12/2013;;75;Ile-de-France
788;04/12/2013;1;O;NDM-1  ;04/12/2013;;04/12/2013;;;;;04/12/2013;75;Ile-de-France
789;04/12/2013;1;N;OXA-48  ;04/12/2013;;;;;;04/12/2013;;29;Bretagne
790;05/12/2013;2;O;OXA-48  ;;05/12/2013;05/12/2013;;;;05/12/2013;;59;Hauts-de-France
791;05/12/2013;1;N;VIM  ;05/12/2013;;;;05/12/2013;;;;94;Ile-de-France
792;06/12/2013;1;O;OXA-48  ;06/12/2013;;06/12/2013;;;;06/12/2013;;92;Ile-de-France
793;06/12/2013;1;N;OXA-48  ;06/12/2013;;;;;;06/12/2013;;54;Grand Est
794;06/12/2013;3;N;OXA-48  ;;06/12/2013;;;;;06/12/2013;;44;Pays de la Loire
795;10/12/2013;1;O;OXA-48  ;10/12/2013;;10/12/2013;;;;10/12/2013;;76;Normandie
796;10/12/2013;1;N;OXA-48  ;10/12/2013;;;;;;10/12/2013;;59;Hauts-de-France
797;10/12/2013;1;N;OXA-48  ;10/12/2013;;;;;;10/12/2013;;37;Centre-Val de Loire
798;11/12/2013;1;N;OXA-48  ;11/12/2013;;;;;;11/12/2013;;69;Auvergne-Rhone-Alpes
799;12/12/2013;1;N;OXA-48  ;12/12/2013;;;;;;12/12/2013;;76;Normandie
800;13/12/2013;2;N;OXA-48  ;;13/12/2013;;;;;13/12/2013;;75;Ile-de-France
801;13/12/2013;1;N;OXA-48  ;13/12/2013;;;;;;13/12/2013;;59;Hauts-de-France
802;13/12/2013;1;N;OXA-48  ;13/12/2013;;;;;;13/12/2013;;31;Occitanie
803;13/12/2013;1;N;NDM  ;13/12/2013;;;;;;;13/12/2013;13;Provence-Alpes-Cote d'Azur
804;13/12/2013;1;N;VIM  ;13/12/2013;;;;13/12/2013;;;;67;Grand Est
805;14/12/2013;1;O;OXA-48  ;14/12/2013;;14/12/2013;;;;14/12/2013;;75;Ile-de-France
806;16/12/2013;1;N;OXA-48  ;16/12/2013;;;;;;16/12/2013;;45;Centre-Val de Loire
807;16/12/2013;1;N;OXA-48  ;16/12/2013;;;;;;16/12/2013;;75;Ile-de-France
808;18/12/2013;1;N;OXA-48  ;18/12/2013;;;;;;18/12/2013;;83;Provence-Alpes-Cote d'Azur
809;19/12/2013;1;O;OXA-48  ;19/12/2013;;19/12/2013;;;;19/12/2013;;72;Pays de la Loire
810;19/12/2013;1;N;OXA-48  ;19/12/2013;;;;;;19/12/2013;;29;Bretagne
811;20/12/2013;1;O;OXA-48  ;20/12/2013;;20/12/2013;;;;20/12/2013;;72;Pays de la Loire
812;20/12/2013;1;O;OXA-48  ;20/12/2013;;20/12/2013;;;;20/12/2013;;92;Ile-de-France
813;20/12/2013;1;N;KPC  ;20/12/2013;;;;;20/12/2013;;;98;Monaco
814;23/12/2013;1;N;OXA-48  ;23/12/2013;;;;;;23/12/2013;;59;Hauts-de-France
815;24/12/2013;1;N;VIM  ;24/12/2013;;;;24/12/2013;;;;13;Provence-Alpes-Cote d'Azur
816;27/12/2013;6;N;OXA-48  ;;27/12/2013;;27/12/2013;;;27/12/2013;;77;Ile-de-France
817;30/12/2013;3;O;OXA-48  ;;30/12/2013;30/12/2013;;;;30/12/2013;;6;Provence-Alpes-Cote d'Azur
818;31/12/2013;1;O;OXA-48  ;31/12/2013;;31/12/2013;;;;31/12/2013;;94;Ile-de-France
819;03/01/2014;1;O;OXA-48  ;03/01/2014;;03/01/2014;;;;03/01/2014;;91;Ile-de-France
820;03/01/2014;1;N;OXA-48  ;03/01/2014;;;;;;03/01/2014;;75;Ile-de-France
821;04/01/2014;1;N;OXA-48  ;04/01/2014;;;;;;04/01/2014;;13;Provence-Alpes-Cote d'Azur
822;06/01/2014;1;O;OXA-48  ;06/01/2014;;06/01/2014;;;;06/01/2014;;35;Bretagne
823;06/01/2014;1;N;VIM  ;06/01/2014;;;;06/01/2014;;;;75;Ile-de-France
824;08/01/2014;1;O;OXA-48  ;08/01/2014;;08/01/2014;;;;08/01/2014;;92;Ile-de-France
825;08/01/2014;1;O;OXA-48  ;08/01/2014;;08/01/2014;;;;08/01/2014;;62;Hauts-de-France
826;08/01/2014;1;N;OXA-48  ;08/01/2014;;;;;;08/01/2014;;91;Ile-de-France
827;09/01/2014;1;N;OXA-48  ;09/01/2014;;;;;;09/01/2014;;93;Ile-de-France
828;10/01/2014;1;O;OXA-48  ;10/01/2014;;10/01/2014;;;;10/01/2014;;25;Bourgogne-Franche-Comte
829;12/01/2014;1;O;OXA-48  ;12/01/2014;;12/01/2014;;;;12/01/2014;;76;Normandie
830;14/01/2014;1;O;OXA-48  ;14/01/2014;;14/01/2014;;;;14/01/2014;;92;Ile-de-France
831;14/01/2014;2;N;NDM  ;;14/01/2014;;;;;;14/01/2014;93;Ile-de-France
832;14/01/2014;2;N;OXA-48  ;;14/01/2014;;;;;14/01/2014;;59;Hauts-de-France
833;14/01/2014;1;N;KPC  ;14/01/2014;;;;;14/01/2014;;;64;Nouvelle-Aquitaine
834;15/01/2014;1;N;OXA-48  ;15/01/2014;;;;;;15/01/2014;;92;Ile-de-France
835;16/01/2014;1;N;OXA-48  ;16/01/2014;;;;;;16/01/2014;;67;Grand Est
836;17/01/2014;1;N;OXA-48  ;17/01/2014;;;;;;17/01/2014;;38;Auvergne-Rhone-Alpes
837;18/01/2014;1;N;OXA-48  ;18/01/2014;;;;;;18/01/2014;;54;Grand Est
838;19/01/2014;1;N;OXA-48  ;19/01/2014;;;;;;19/01/2014;;54;Grand Est
839;20/01/2014;1;O;OXA-48  ;20/01/2014;;20/01/2014;;;;20/01/2014;;93;Ile-de-France
840;21/01/2014;1;O;OXA-48  ;21/01/2014;;21/01/2014;;;;21/01/2014;;93;Ile-de-France
841;21/01/2014;1;N;OXA-48  ;21/01/2014;;;;;;21/01/2014;;13;Provence-Alpes-Cote d'Azur
842;23/01/2014;1;O;OXA-48  ;23/01/2014;;23/01/2014;;;;23/01/2014;;38;Auvergne-Rhone-Alpes
843;24/01/2014;1;O;OXA-48  ;24/01/2014;;24/01/2014;;;;24/01/2014;;94;Ile-de-France
844;24/01/2014;1;N;OXA-48  ;24/01/2014;;;;;;24/01/2014;;37;Centre-Val de Loire
845;25/01/2014;1;N;OXA-48  ;25/01/2014;;;;;;25/01/2014;;78;Ile-de-France
846;27/01/2014;1;O;NDM-1  ;27/01/2014;;27/01/2014;;;;;27/01/2014;75;Ile-de-France
847;27/01/2014;1;O;OXA-48  ;27/01/2014;;27/01/2014;;;;27/01/2014;;31;Occitanie
848;27/01/2014;1;N;OXA-48  ;27/01/2014;;;;;;27/01/2014;;83;Provence-Alpes-Cote d'Azur
849;28/01/2014;1;O;OXA-48  ;28/01/2014;;28/01/2014;;;;28/01/2014;;68;Grand Est
850;28/01/2014;1;N;OXA-48  ;28/01/2014;;;;;;28/01/2014;;75;Ile-de-France
851;29/01/2014;2;N;OXA-48  ;;29/01/2014;;;;;29/01/2014;;83;Provence-Alpes-Cote d'Azur
852;29/01/2014;1;N;OXA-48  ;29/01/2014;;;;;;29/01/2014;;75;Ile-de-France
853;29/01/2014;1;N;OXA-48  ;29/01/2014;;;;;;29/01/2014;;91;Ile-de-France
854;30/01/2014;1;N;OXA-48  ;30/01/2014;;;;;;30/01/2014;;59;Hauts-de-France
855;31/01/2014;1;N;OXA-48  ;31/01/2014;;;;;;31/01/2014;;77;Ile-de-France
856;31/01/2014;2;N;OXA-48  ;;31/01/2014;;;;;31/01/2014;;11;Occitanie
857;03/02/2014;1;O;OXA-48  ;03/02/2014;;03/02/2014;;;;03/02/2014;;75;Ile-de-France
858;03/02/2014;1;O;NDM-1  ;03/02/2014;;03/02/2014;;;;;03/02/2014;34;Occitanie
859;04/02/2014;1;N;OXA-48  ;04/02/2014;;;;;;04/02/2014;;70;Bourgogne-Franche-Comte
860;06/02/2014;1;N;NDM  ;06/02/2014;;;;;;;06/02/2014;74;Auvergne-Rhone-Alpes
861;06/02/2014;1;N;KPC  ;06/02/2014;;;;;06/02/2014;;;33;Nouvelle-Aquitaine
862;07/02/2014;2;O;NDM-1  ;;07/02/2014;07/02/2014;;;;;07/02/2014;92;Ile-de-France
863;08/02/2014;1;N;OXA-48  ;08/02/2014;;;;;;08/02/2014;;69;Auvergne-Rhone-Alpes
864;09/02/2014;1;O;OXA-48  ;09/02/2014;;09/02/2014;;;;09/02/2014;;92;Ile-de-France
865;10/02/2014;1;O;KPC  ;10/02/2014;;10/02/2014;;;10/02/2014;;;34;Occitanie
866;10/02/2014;2;O;OXA-48  ;;10/02/2014;10/02/2014;;;;10/02/2014;;69;Auvergne-Rhone-Alpes
867;10/02/2014;1;N;OXA-48  ;10/02/2014;;;;;;10/02/2014;;75;Ile-de-France
868;10/02/2014;1;N;OXA-48  ;10/02/2014;;;;;;10/02/2014;;91;Ile-de-France
869;11/02/2014;1;O;OXA-48  ;11/02/2014;;11/02/2014;;;;11/02/2014;;92;Ile-de-France
870;11/02/2014;1;N;OXA-48  ;11/02/2014;;;;;;11/02/2014;;95;Ile-de-France
871;12/02/2014;1;N;KPC  ;12/02/2014;;;;;12/02/20014;;;13;Provence-Alpes-Cote d'Azur
872;14/02/2014;1;O;OXA-48  ;14/02/2014;;14/02/2014;;;;14/02/2014;;75;Ile-de-France
873;14/02/2014;1;N;OXA-48  ;14/02/2014;;;;;;14/02/2014;;33;Nouvelle-Aquitaine
874;15/02/2014;1;O;NDM  ;15/02/2014;;15/02/2014;;;;;15/02/2014;75;Ile-de-France
875;15/02/2014;1;O;OXA-48  ;15/02/2014;;15/02/2014;;;;15/02/2014;;94;Ile-de-France
876;15/02/2014;1;N;OXA-48  ;15/02/2014;;;;;;15/02/2014;;75;Ile-de-France
877;17/02/2014;2;O;OXA-48  ;;17/02/2014;17/02/2014;;;;17/02/2014;;93;Ile-de-France
878;17/02/2014;1;N;NDM  ;17/02/2014;;;;;;;17/02/2014;91;Ile-de-France
879;17/02/2014;1;N;OXA-48  ;17/02/2014;;;;;;17/02/2014;;94;Ile-de-France
880;18/02/2014;1;O;OXA-48  ;18/02/2014;;18/02/2014;;;;18/02/2014;;75;Ile-de-France
881;19/02/2014;1;O;OXA-48  ;19/02/2014;;19/02/2014;;;;19/02/2014;;30;Occitanie
882;19/02/2014;2;N;OXA-48  ;;19/02/2014;;;;;19/02/2014;;36;Centre-Val de Loire
883;19/02/2014;1;N;VIM  ;19/02/2014;;;;19/02/2014;;;;31;Occitanie
884;20/02/2014;2;N;OXA-48  ;;20/02/2014;;;;;20/02/2014;;31;Occitanie
885;20/02/2014;1;N;OXA-48  ;20/02/2014;;;;;;20/02/2014;;57;Grand Est
886;22/02/2014;1;O;OXA-48  ;22/02/2014;;22/02/2014;;;;22/02/2014;;56;Bretagne
887;23/02/2014;1;N;OXA-48  ;23/02/2014;;;;;;23/02/2014;;54;Grand Est
888;24/02/2014;1;N;OXA-48  ;24/02/2014;;;;;;24/02/2014;;30;Occitanie
889;24/02/2014;1;N;OXA-48  ;24/02/2014;;;;;;24/02/2014;;6;Provence-Alpes-Cote d'Azur
890;25/02/2014;1;O;VIM  ;25/02/2014;;25/02/2014;;25/02/2014;;;;94;Ile-de-France
891;25/02/2014;1;O;OXA-48  ;25/02/2014;;25/02/2014;;;;25/02/2014;;92;Ile-de-France
892;25/02/2014;1;N;OXA-48  ;25/02/2014;;;;;;25/02/2014;;6;Provence-Alpes-Cote d'Azur
893;25/02/2014;11;N;NDM-1  ;;25/02/2014;;25/02/2014;;;;25/02/2014;62;Hauts-de-France
894;26/02/2014;1;N;OXA-48  ;26/02/2014;;;;;;26/02/2014;;59;Hauts-de-France
895;26/02/2014;1;N;OXA-48  ;26/02/2014;;;;;;26/02/2014;;75;Ile-de-France
896;26/02/2014;1;N;OXA-48  ;26/02/2014;;;;;;26/02/2014;;75;Ile-de-France
897;27/02/2014;1;O;NDM-1  ;27/02/2014;;27/02/2014;;;;;27/02/2014;92;Ile-de-France
898;27/02/2014;1;O;OXA-48  ;27/02/2014;;27/02/2014;;;;27/02/2014;;30;Occitanie
899;27/02/2014;1;N;OXA-48  ;27/02/2014;;;;;;27/02/2014;;59;Hauts-de-France
900;27/02/2014;1;N;OXA-48  ;27/02/2014;;;;;;27/02/2014;;69;Auvergne-Rhone-Alpes
901;27/02/2014;1;N;OXA-48  ;27/02/2014;;;;;;27/02/2014;;75;Ile-de-France
902;28/02/2014;1;O;OXA-48  ;28/02/2014;;28/02/2014;;;;28/02/2014;;59;Hauts-de-France
903;03/03/2014;1;N;OXA-48  ;03/03/2014;;;;;;03/03/2014;;92;Ile-de-France
904;04/03/2014;1;O;NDM-1  ;04/03/2014;;04/03/2014;;;;;04/03/2014;75;Ile-de-France
905;04/03/2014;1;O;OXA-48  ;04/03/2014;;04/03/2014;;;;04/03/2014;;75;Ile-de-France
906;04/03/2014;1;N;OXA-48  ;04/03/2014;;;;;;04/03/2014;;93;Ile-de-France
907;04/03/2014;2;N;OXA-48  ;;04/03/2014;;;;;04/03/2014;;26;Auvergne-Rhone-Alpes
908;05/03/2014;1;O;NDM  ;05/03/2014;;05/03/2014;;;;;05/03/2014;13;Provence-Alpes-Cote d'Azur
909;05/03/2014;1;O;OXA-48  ;05/03/2014;;05/03/2014;;;;05/03/2014;;75;Ile-de-France
910;05/03/2014;1;O;NDM  ;05/03/2014;;05/03/2014;;;;;05/03/2014;56;Bretagne
911;05/03/2014;1;N;OXA-48  ;05/03/2014;;;;;;05/03/2014;;13;Provence-Alpes-Cote d'Azur
912;06/03/2014;1;O;OXA-48  ;06/03/2014;;06/03/2014;;;;06/03/2014;;59;Hauts-de-France
913;06/03/2014;1;N;OXA-48  ;06/03/2014;;;;;;06/03/2014;;13;Provence-Alpes-Cote d'Azur
914;07/03/2014;1;O;OXA-48  ;07/03/2014;;07/03/2014;;;;07/03/2014;;94;Ile-de-France
915;07/03/2014;1;O;OXA-48 NDM-1 ;07/03/2014;;07/03/2014;;;;07/03/2014;07/03/2014;94;Ile-de-France
916;08/03/2014;1;O;OXA-48  ;08/03/2014;;08/03/2014;;;;08/03/2014;;94;Ile-de-France
917;09/03/2014;1;O;OXA-48  ;09/03/2014;;09/03/2014;;;;09/03/2014;;91;Ile-de-France
918;10/03/2014;1;O;OXA-48  ;10/03/2014;;10/03/2014;;;;10/03/2014;;6;Provence-Alpes-Cote d'Azur
919;10/03/2014;2;N;OXA-48 NDM ;;10/03/2014;;;;;10/03/2014;10/03/2014;75;Ile-de-France
920;10/03/2014;1;N;OXA-48  ;10/03/2014;;;;;;10/03/2014;;31;Occitanie
921;11/03/2014;2;N;OXA-48  ;;11/03/2014;;;;;11/03/2014;;42;Auvergne-Rhone-Alpes
922;12/03/2014;1;O;OXA-48  ;12/03/2014;;12/03/2014;;;;12/03/2014;;94;Ile-de-France
923;12/03/2014;1;O;OXA-48 NDM-1 ;12/03/2014;;12/03/2014;;;;12/03/2014;12/03/2014;29;Bretagne
924;12/03/2014;1;N;OXA-48  ;12/03/2014;;;;;;12/03/2014;;94;Ile-de-France
