Episode;DateEpisode;TotalCases;Imported;Mechanism;DateOneCase;DateMoreOneCase;DateImported;DateMoreFiveCases;VIM;KPC;OXA48;NDM;Department;Region
2106;09/09/2015;1;O;OXA-48  ;09/09/2015;;09/09/2015;;;;09/09/2015;;51;Grand Est
2107;09/09/2015;1;O;OXA-48  ;09/09/2015;;09/09/2015;;;;09/09/2015;;91;Ile-de-France
2108;09/09/2015;1;O;OXA-48  ;09/09/2015;;09/09/2015;;;;09/09/2015;;75;Ile-de-France
2109;09/09/2015;1;N;VIM-1  ;09/09/2015;;;;09/09/2015;;;;45;Centre-Val de Loire
2110;09/09/2015;1;N;OXA-48  ;09/09/2015;;;;;;09/09/2015;;75;Ile-de-France
2111;10/09/2015;1;O;OXA-181  ;10/09/2015;;10/09/2015;;;;;;94;Ile-de-France
2112;10/09/2015;1;O;KPC  ;10/09/2015;;10/09/2015;;;10/09/2015;;;75;Ile-de-France
2113;10/09/2015;1;O;NDM-5  ;10/09/2015;;10/09/2015;;;;;10/09/2015;93;Ile-de-France
2114;10/09/2015;4;O;OXA-48  ;;10/09/2015;10/09/2015;;;;10/09/2015;;38;Auvergne-Rhone-Alpes
2115;10/09/2015;1;N;VIM-1  ;10/09/2015;;;;10/09/2015;;;;94;Ile-de-France
2116;10/09/2015;1;N;OXA-48  ;10/09/2015;;;;;;10/09/2015;;77;Ile-de-France
2117;10/09/2015;1;N;OXA-244  ;10/09/2015;;;;;;;;67;Grand Est
2118;11/09/2015;1;O;OXA-48  ;11/09/2015;;11/09/2015;;;;11/09/2015;;94;Ile-de-France
2119;11/09/2015;1;O;OXA-48  ;11/09/2015;;11/09/2015;;;;11/09/2015;;75;Ile-de-France
2120;11/09/2015;1;N;OXA-48  ;11/09/2015;;;;;;11/09/2015;;30;Occitanie
2121;12/09/2015;1;O;OXA-48  ;12/09/2015;;12/09/2015;;;;12/09/2015;;31;Occitanie
2122;12/09/2015;1;O;OXA-48  ;12/09/2015;;12/09/2015;;;;12/09/2015;;92;Ile-de-France
2123;13/09/2015;1;O;KPC-2  ;13/09/2015;;13/09/2015;;;13/09/2015;;;31;Occitanie
2124;13/09/2015;1;O;KPC  ;13/09/2015;;13/09/2015;;;13/09/2015;;;92;Ile-de-France
2125;13/09/2015;1;N;OXA-48  ;13/09/2015;;;;;;13/09/2015;;37;Centre-Val de Loire
2126;14/09/2015;1;N;OXA-181  ;14/09/2015;;;;;;;;91;Ile-de-France
2127;15/09/2015;1;O;OXA-48  ;15/09/2015;;15/09/2015;;;;15/09/2015;;72;Pays de la Loire
2128;15/09/2015;1;O;NDM-5  ;15/09/2015;;15/09/2015;;;;;15/09/2015;974;La Reunion
2129;15/09/2015;1;N;OXA-48  ;15/09/2015;;;;;;15/09/2015;;54;Grand Est
2130;15/09/2015;1;N;OXA-48  ;15/09/2015;;;;;;15/09/2015;;69;Auvergne-Rhone-Alpes
2131;15/09/2015;1;N;OXA-48  ;15/09/2015;;;;;;15/09/2015;;68;Grand Est
2132;15/09/2015;1;N;OXA-181  ;15/09/2015;;;;;;;;92;Ile-de-France
2133;15/09/2015;1;N;OXA-48  ;15/09/2015;;;;;;15/09/2015;;13;Provence-Alpes-Cote d'Azur
2134;16/09/2015;1;O;OXA-48  ;16/09/2015;;16/09/2015;;;;16/09/2015;;92;Ile-de-France
2135;16/09/2015;1;O;OXA-181  ;16/09/2015;;16/09/2015;;;;;;75;Ile-de-France
2136;16/09/2015;1;O;OXA-48  ;16/09/2015;;16/09/2015;;;;16/09/2015;;45;Centre-Val de Loire
2137;16/09/2015;2;N;OXA-48  ;;16/09/2015;;;;;16/09/2015;;91;Ile-de-France
2138;17/09/2015;1;O;OXA-48  ;17/09/2015;;17/09/2015;;;;17/09/2015;;94;Ile-de-France
2139;17/09/2015;1;O;OXA-48-like  ;17/09/2015;;17/09/2015;;;;17/09/2015;;75;Ile-de-France
2140;17/09/2015;1;N;OXA-48  ;17/09/2015;;;;;;17/09/2015;;94;Ile-de-France
2141;17/09/2015;1;N;OXA-48  ;17/09/2015;;;;;;17/09/2015;;57;Grand Est
2142;17/09/2015;1;N;OXA-181  ;17/09/2015;;;;;;;;94;Ile-de-France
2143;17/09/2015;1;N;OXA-48  ;17/09/2015;;;;;;17/09/2015;;13;Provence-Alpes-Cote d'Azur
2144;17/09/2015;1;N;OXA-181  ;17/09/2015;;;;;;;;93;Ile-de-France
2145;18/09/2015;1;N;OXA-48  ;18/09/2015;;;;;;18/09/2015;;33;Nouvelle-Aquitaine
2146;19/09/2015;1;N;OXA-48  ;19/09/2015;;;;;;19/09/2015;;75;Ile-de-France
2147;19/09/2015;1;N;NDM-1  ;19/09/2015;;;;;;;19/09/2015;95;Ile-de-France
2148;20/09/2015;1;N;NDM-1  ;20/09/2015;;;;;;;20/09/2015;974;La Reunion
2149;21/09/2015;1;N;OXA-48  ;21/09/2015;;;;;;21/09/2015;;82;Occitanie
2150;21/09/2015;1;N;NDM-1  ;21/09/2015;;;;;;;21/09/2015;98;Monaco
2151;22/09/2015;1;O;OXA-48  ;22/09/2015;;22/09/2015;;;;22/09/2015;;75;Ile-de-France
2152;22/09/2015;1;O;OXA-48  ;22/09/2015;;22/09/2015;;;;22/09/2015;;39;Bourgogne-Franche-Comte
2153;22/09/2015;1;N;OXA-48  ;22/09/2015;;;;;;22/09/2015;;33;Nouvelle-Aquitaine
2154;23/09/2015;1;O;OXA-48  ;23/09/2015;;23/09/2015;;;;23/09/2015;;94;Ile-de-France
2155;23/09/2015;1;O;OXA-48  ;23/09/2015;;23/09/2015;;;;23/09/2015;;94;Ile-de-France
2156;23/09/2015;2;O;OXA-48  ;;23/09/2015;23/09/2015;;;;23/09/2015;;94;Ile-de-France
2157;23/09/2015;1;O;OXA-48  ;23/09/2015;;23/09/2015;;;;23/09/2015;;59;Hauts-de-France
2158;23/09/2015;1;N;KPC  ;23/09/2015;;;;;23/09/2015;;;34;Occitanie
2159;23/09/2015;1;N;OXA-48  ;23/09/2015;;;;;;23/09/2015;;6;Provence-Alpes-Cote d'Azur
2160;23/09/2015;1;N;OXA-48  ;23/09/2015;;;;;;23/09/2015;;37;Centre-Val de Loire
2161;24/09/2015;1;N;OXA-48  ;24/09/2015;;;;;;24/09/2015;;74;Auvergne-Rhone-Alpes
2162;24/09/2015;1;N;OXA-48  ;24/09/2015;;;;;;24/09/2015;;94;Ile-de-France
2163;24/09/2015;1;N;OXA-48  ;24/09/2015;;;;;;24/09/2015;;62;Hauts-de-France
2164;24/09/2015;1;N;KPC-3  ;24/09/2015;;;;;24/09/2015;;;6;Provence-Alpes-Cote d'Azur
2165;25/09/2015;2;O;OXA-48  ;;25/09/2015;25/09/2015;;;;25/09/2015;;75;Ile-de-France
2166;25/09/2015;1;O;OXA-48  ;25/09/2015;;25/09/2015;;;;25/09/2015;;60;Hauts-de-France
2167;28/09/2015;1;O;OXA-48  ;28/09/2015;;28/09/2015;;;;28/09/2015;;94;Ile-de-France
2168;28/09/2015;1;O;NDM  ;28/09/2015;;28/09/2015;;;;;28/09/2015;75;Ile-de-France
2169;28/09/2015;1;N;OXA-48  ;28/09/2015;;;;;;28/09/2015;;87;Nouvelle-Aquitaine
2170;28/09/2015;1;N;OXA-48  ;28/09/2015;;;;;;28/09/2015;;94;Ile-de-France
2171;28/09/2015;1;N;NDM-1  ;28/09/2015;;;;;;;28/09/2015;94;Ile-de-France
2172;28/09/2015;1;N;OXA-48  ;28/09/2015;;;;;;28/09/2015;;94;Ile-de-France
2173;29/09/2015;1;N;OXA-48  ;29/09/2015;;;;;;29/09/2015;;91;Ile-de-France
2174;30/09/2015;1;O;KPC-2  ;30/09/2015;;30/09/2015;;;30/09/2015;;;47;Nouvelle-Aquitaine
2175;30/09/2015;1;O;OXA-181  ;30/09/2015;;30/09/2015;;;;;;75;Ile-de-France
2176;30/09/2015;1;O;OXA-48  ;30/09/2015;;30/09/2015;;;;30/09/2015;;80;Hauts-de-France
2177;01/10/2015;2;O;OXA-48  ;;01/10/2015;01/10/2015;;;;01/10/2015;;59;Hauts-de-France
2178;01/10/2015;1;O;OXA-48  ;01/10/2015;;01/10/2015;;;;01/10/2015;;59;Hauts-de-France
2179;01/10/2015;1;O;OXA-48  ;01/10/2015;;01/10/2015;;;;01/10/2015;;62;Hauts-de-France
2180;01/10/2015;1;O;OXA-48  ;01/10/2015;;01/10/2015;;;;01/10/2015;;84;Provence-Alpes-Cote d'Azur
2181;01/10/2015;7;N;OXA-48  ;;01/10/2015;;01/10/2015;;;01/10/2015;;62;Hauts-de-France
2182;01/10/2015;1;N;OXA-48  ;01/10/2015;;;;;;01/10/2015;;93;Ile-de-France
2183;02/10/2015;1;O;OXA-48  ;02/10/2015;;02/10/2015;;;;02/10/2015;;95;Ile-de-France
2184;02/10/2015;1;O;NDM-1  ;02/10/2015;;02/10/2015;;;;;02/10/2015;83;Provence-Alpes-Cote d'Azur
2185;02/10/2015;1;N;OXA-48  ;02/10/2015;;;;;;02/10/2015;;37;Centre-Val de Loire
2186;02/10/2015;1;N;OXA-48  ;02/10/2015;;;;;;02/10/2015;;67;Grand Est
2187;03/10/2015;1;O;OXA-48  ;03/10/2015;;03/10/2015;;;;03/10/2015;;30;Occitanie
2188;03/10/2015;1;O;NDM  ;03/10/2015;;03/10/2015;;;;;03/10/2015;75;Ile-de-France
2189;05/10/2015;1;O;OXA-48 VIM NDM;05/10/2015;;05/10/2015;;05/10/2015;;05/10/2015;05/10/2015;92;Ile-de-France
2190;05/10/2015;1;O;NDM  ;05/10/2015;;05/10/2015;;;;;05/10/2015;75;Ile-de-France
2191;05/10/2015;1;N;OXA-48  ;05/10/2015;;;;;;05/10/2015;;59;Hauts-de-France
2192;05/10/2015;3;N;OXA-48  ;;05/10/2015;;;;;05/10/2015;;51;Grand Est
2193;05/10/2015;2;N;OXA-48  ;;05/10/2015;;;;;05/10/2015;;75;Ile-de-France
2194;05/10/2015;1;N;OXA-48  ;05/10/2015;;;;;;05/10/2015;;51;Grand Est
2195;05/10/2015;1;N;OXA-181  ;05/10/2015;;;;;;;;17;Nouvelle-Aquitaine
2196;05/10/2015;1;N;OXA-48  ;05/10/2015;;;;;;05/10/2015;;92;Ile-de-France
2197;06/10/2015;1;O;OXA-48  ;06/10/2015;;06/10/2015;;;;06/10/2015;;75;Ile-de-France
2198;06/10/2015;1;O;OXA-181  ;06/10/2015;;06/10/2015;;;;;;78;Ile-de-France
2199;06/10/2015;3;O;OXA-48  ;;06/10/2015;06/10/2015;;;;06/10/2015;;75;Ile-de-France
2200;06/10/2015;1;N;OXA-181  ;06/10/2015;;;;;;;;94;Ile-de-France
2201;06/10/2015;1;N;OXA-48  ;06/10/2015;;;;;;06/10/2015;;23;Nouvelle-Aquitaine
2202;06/10/2015;1;N;OXA-48  ;06/10/2015;;;;;;06/10/2015;;92;Ile-de-France
2203;06/10/2015;1;N;OXA-48  ;06/10/2015;;;;;;06/10/2015;;69;Auvergne-Rhone-Alpes
2204;07/10/2015;1;O;OXA-48  ;07/10/2015;;07/10/2015;;;;07/10/2015;;77;Ile-de-France
2205;07/10/2015;1;N;OXA-48  ;07/10/2015;;;;;;07/10/2015;;54;Grand Est
2206;07/10/2015;1;N;NDM-1  ;07/10/2015;;;;;;;07/10/2015;31;Occitanie
2207;07/10/2015;1;N;OXA-48  ;07/10/2015;;;;;;07/10/2015;;68;Grand Est
2208;08/10/2015;1;O;OXA-48  ;08/10/2015;;08/10/2015;;;;08/10/2015;;94;Ile-de-France
2209;08/10/2015;3;O;OXA-48 NDM ;;08/10/2015;08/10/2015;;;;08/10/2015;08/10/2015;31;Occitanie
2210;08/10/2015;2;O;OXA-48  ;;08/10/2015;08/10/2015;;;;08/10/2015;;91;Ile-de-France
2211;08/10/2015;1;N;OXA-48  ;08/10/2015;;;;;;08/10/2015;;59;Hauts-de-France
2212;09/10/2015;1;O;NDM-1  ;09/10/2015;;09/10/2015;;;;;09/10/2015;39;Bourgogne-Franche-Comte
2213;09/10/2015;1;N;OXA-48  ;09/10/2015;;;;;;09/10/2015;;42;Auvergne-Rhone-Alpes
2214;09/10/2015;1;N;VIM-1  ;09/10/2015;;;;09/10/2015;;;;67;Grand Est
2215;10/10/2015;2;N;OXA-48  ;;10/10/2015;;;;;10/10/2015;;69;Auvergne-Rhone-Alpes
2216;10/10/2015;1;N;OXA-48  ;10/10/2015;;;;;;10/10/2015;;92;Ile-de-France
2217;10/10/2015;1;N;OXA-48  ;10/10/2015;;;;;;10/10/2015;;92;Ile-de-France
2218;10/10/2015;1;N;OXA-48  ;10/10/2015;;;;;;10/10/2015;;75;Ile-de-France
2219;12/10/2015;1;O;OXA-48  ;12/10/2015;;12/10/2015;;;;12/10/2015;;84;Provence-Alpes-Cote d'Azur
2220;12/10/2015;1;O;OXA-48  ;12/10/2015;;12/10/2015;;;;12/10/2015;;76;Normandie
2221;12/10/2015;1;N;OXA-48  ;12/10/2015;;;;;;12/10/2015;;83;Provence-Alpes-Cote d'Azur
2222;12/10/2015;2;N;OXA-48  ;;12/10/2015;;;;;12/10/2015;;91;Ile-de-France
2223;12/10/2015;1;N;OXA-48  ;12/10/2015;;;;;;12/10/2015;;34;Occitanie
2224;12/10/2015;1;N;OXA-48  ;12/10/2015;;;;;;12/10/2015;;75;Ile-de-France
2225;12/10/2015;1;N;NDM-1  ;12/10/2015;;;;;;;12/10/2015;98;Monaco
2226;13/10/2015;1;O;OXA-48 KPC ;13/10/2015;;13/10/2015;;;13/10/2015;13/10/2015;;75;Ile-de-France
2227;13/10/2015;2;O;OXA-48  ;;13/10/2015;13/10/2015;;;;13/10/2015;;33;Nouvelle-Aquitaine
2228;13/10/2015;1;N;OXA-48  ;13/10/2015;;;;;;13/10/2015;;91;Ile-de-France
2229;13/10/2015;1;N;NDM-1  ;13/10/2015;;;;;;;13/10/2015;92;Ile-de-France
2230;14/10/2015;1;O;NDM-1  ;14/10/2015;;14/10/2015;;;;;14/10/2015;75;Ile-de-France
2231;14/10/2015;1;N;OXA-48  ;14/10/2015;;;;;;14/10/2015;;20;Corse
2232;14/10/2015;1;N;OXA-181  ;14/10/2015;;;;;;;;78;Ile-de-France
2233;15/10/2015;1;O;OXA-48  ;15/10/2015;;15/10/2015;;;;15/10/2015;;91;Ile-de-France
2234;16/10/2015;1;O;OXA-48  ;16/10/2015;;16/10/2015;;;;16/10/2015;;94;Ile-de-France
2235;16/10/2015;1;O;OXA-181  ;16/10/2015;;16/10/2015;;;;;;94;Ile-de-France
2236;16/10/2015;1;O;OXA-181  ;16/10/2015;;16/10/2015;;;;;;92;Ile-de-France
2237;16/10/2015;1;O;OXA-48  ;16/10/2015;;16/10/2015;;;;16/10/2015;;92;Ile-de-France
2238;16/10/2015;1;O;OXA-48  ;16/10/2015;;16/10/2015;;;;16/10/2015;;91;Ile-de-France
2239;16/10/2015;1;N;OXA-48  ;16/10/2015;;;;;;16/10/2015;;34;Occitanie
2240;16/10/2015;1;N;OXA-162  ;16/10/2015;;;;;;;;95;Ile-de-France
2241;17/10/2015;1;O;NDM  ;17/10/2015;;17/10/2015;;;;;17/10/2015;44;Pays de la Loire
2242;17/10/2015;1;N;OXA-48  ;17/10/2015;;;;;;17/10/2015;;95;Ile-de-France
2243;17/10/2015;1;N;OXA-48  ;17/10/2015;;;;;;17/10/2015;;67;Grand Est
2244;18/10/2015;6;O;IMI-1  ;;18/10/2015;18/10/2015;18/10/2015;;;;;976;La Reunion
2245;19/10/2015;1;N;NDM  ;19/10/2015;;;;;;;19/10/2015;59;Hauts-de-France
2246;19/10/2015;1;N;OXA-48  ;19/10/2015;;;;;;19/10/2015;;55;Grand Est
2247;19/10/2015;1;N;OXA-48  ;19/10/2015;;;;;;19/10/2015;;13;Provence-Alpes-Cote d'Azur
2248;19/10/2015;1;N;OXA-48  ;19/10/2015;;;;;;19/10/2015;;93;Ile-de-France
2249;20/10/2015;1;O;OXA-181  ;20/10/2015;;20/10/2015;;;;;;94;Ile-de-France
2250;20/10/2015;1;N;NDM  ;20/10/2015;;;;;;;20/10/2015;75;Ile-de-France
2251;20/10/2015;1;N;OXA-48  ;20/10/2015;;;;;;20/10/2015;;20;Corse
2252;20/10/2015;1;N;OXA-48  ;20/10/2015;;;;;;20/10/2015;;92;Ile-de-France
2253;21/10/2015;1;N;NDM-1  ;21/10/2015;;;;;;;21/10/2015;80;Hauts-de-France
2254;21/10/2015;1;N;OXA-204  ;21/10/2015;;;;;;;;93;Ile-de-France
2255;22/10/2015;1;O;OXA-48  ;22/10/2015;;22/10/2015;;;;22/10/2015;;94;Ile-de-France
2256;22/10/2015;1;N;OXA-48  ;22/10/2015;;;;;;22/10/2015;;71;Bourgogne-Franche-Comte
2257;22/10/2015;1;N;OXA-48  ;22/10/2015;;;;;;22/10/2015;;25;Bourgogne-Franche-Comte
2258;23/10/2015;1;O;NDM-1  ;23/10/2015;;23/10/2015;;;;;23/10/2015;94;Ile-de-France
2259;23/10/2015;1;O;OXA-48  ;23/10/2015;;23/10/2015;;;;23/10/2015;;59;Hauts-de-France
2260;23/10/2015;1;O;KPC-2  ;23/10/2015;;23/10/2015;;;23/10/2015;;;973;Guyane
2261;24/10/2015;7;N;OXA-48  ;;24/10/2015;;24/10/2015;;;24/10/2015;;59;Hauts-de-France
2262;24/10/2015;1;N;OXA-48  ;24/10/2015;;;;;;24/10/2015;;42;Auvergne-Rhone-Alpes
2263;25/10/2015;1;O;OXA-48 NDM-1 ;25/10/2015;;25/10/2015;;;;25/10/2015;25/10/2015;75;Ile-de-France
2264;26/10/2015;1;O;NDM-5  ;26/10/2015;;26/10/2015;;;;;26/10/2015;94;Ile-de-France
2265;26/10/2015;1;O;OXA-48  ;26/10/2015;;26/10/2015;;;;26/10/2015;;51;Grand Est
2266;26/10/2015;1;N;OXA-48  ;26/10/2015;;;;;;26/10/2015;;95;Ile-de-France
2267;26/10/2015;1;N;NDM-1  ;26/10/2015;;;;;;;26/10/2015;69;Auvergne-Rhone-Alpes
2268;26/10/2015;1;N;OXA-48  ;26/10/2015;;;;;;26/10/2015;;13;Provence-Alpes-Cote d'Azur
2269;27/10/2015;1;O;OXA-48  ;27/10/2015;;27/10/2015;;;;27/10/2015;;93;Ile-de-France
2270;27/10/2015;1;O;OXA-181  ;27/10/2015;;27/10/2015;;;;;;94;Ile-de-France
2271;27/10/2015;1;N;OXA-48  ;27/10/2015;;;;;;27/10/2015;;75;Ile-de-France
2272;28/10/2015;1;O;OXA-48  ;28/10/2015;;28/10/2015;;;;28/10/2015;;93;Ile-de-France
2273;28/10/2015;1;N;OXA-48  ;28/10/2015;;;;;;28/10/2015;;59;Hauts-de-France
2274;29/10/2015;1;O;OXA-48  ;29/10/2015;;29/10/2015;;;;29/10/2015;;93;Ile-de-France
2275;30/10/2015;1;O;OXA-48  ;30/10/2015;;30/10/2015;;;;30/10/2015;;94;Ile-de-France
2276;30/10/2015;3;N;OXA-48  ;;30/10/2015;;;;;30/10/2015;;44;Pays de la Loire
2277;30/10/2015;1;N;OXA-181  ;30/10/2015;;;;;;;;94;Ile-de-France
2278;30/10/2015;1;N;OXA-181  ;30/10/2015;;;;;;;;92;Ile-de-France
2279;31/10/2015;1;O;OXA-48  ;31/10/2015;;31/10/2015;;;;31/10/2015;;56;Bretagne
2280;01/11/2015;1;N;OXA-48  ;01/11/2015;;;;;;01/11/2015;;17;Nouvelle-Aquitaine
2281;02/11/2015;1;O;OXA-48  ;02/11/2015;;02/11/2015;;;;02/11/2015;;7;Auvergne-Rhone-Alpes
2282;02/11/2015;1;N;OXA-48  ;02/11/2015;;;;;;02/11/2015;;69;Auvergne-Rhone-Alpes
2283;02/11/2015;47;N;OXA-48  ;;02/11/2015;;02/11/2015;;;02/11/2015;;38;Auvergne-Rhone-Alpes
2284;02/11/2015;1;N;OXA-48  ;02/11/2015;;;;;;02/11/2015;;20;Corse
2285;02/11/2015;1;N;OXA-48  ;02/11/2015;;;;;;02/11/2015;;33;Nouvelle-Aquitaine
2286;03/11/2015;1;O;OXA-48-like  ;03/11/2015;;03/11/2015;;;;03/11/2015;;94;Ile-de-France
2287;03/11/2015;1;N;IMP-4  ;03/11/2015;;;;;;;;98;Monaco
2288;03/11/2015;1;N;OXA-48  ;03/11/2015;;;;;;03/11/2015;;20;Corse
2289;04/11/2015;1;O;NDM-5  ;04/11/2015;;04/11/2015;;;;;04/11/2015;92;Ile-de-France
2290;04/11/2015;1;O;OXA-48  ;04/11/2015;;04/11/2015;;;;04/11/2015;;95;Ile-de-France
2291;04/11/2015;1;N;OXA-48  ;04/11/2015;;;;;;04/11/2015;;26;Auvergne-Rhone-Alpes
2292;04/11/2015;1;N;OXA-48  ;04/11/2015;;;;;;04/11/2015;;2;Hauts-de-France
2293;05/11/2015;1;O;OXA-181  ;05/11/2015;;05/11/2015;;;;;;94;Ile-de-France
2294;05/11/2015;1;O;OXA-48  ;05/11/2015;;05/11/2015;;;;05/11/2015;;94;Ile-de-France
2295;05/11/2015;1;O;OXA-48  ;05/11/2015;;05/11/2015;;;;05/11/2015;;67;Grand Est
2296;06/11/2015;3;O;OXA-48  ;;06/11/2015;06/11/2015;;;;06/11/2015;;6;Provence-Alpes-Cote d'Azur
2297;06/11/2015;1;O;OXA-181  ;06/11/2015;;06/11/2015;;;;;;92;Ile-de-France
2298;06/11/2015;1;O;OXA-48  ;06/11/2015;;06/11/2015;;;;06/11/2015;;94;Ile-de-France
2299;06/11/2015;1;N;OXA-48  ;06/11/2015;;;;;;06/11/2015;;31;Occitanie
2300;06/11/2015;1;N;OXA-48  ;06/11/2015;;;;;;06/11/2015;;79;Nouvelle-Aquitaine
2301;06/11/2015;9;N;OXA-48  ;;06/11/2015;;06/11/2015;;;06/11/2015;;6;Provence-Alpes-Cote d'Azur
2302;06/11/2015;1;N;OXA-48  ;06/11/2015;;;;;;06/11/2015;;94;Ile-de-France
2303;06/11/2015;1;N;NDM-1  ;06/11/2015;;;;;;;06/11/2015;98;Monaco
2304;07/11/2015;2;N;OXA-48  ;;07/11/2015;;;;;07/11/2015;;59;Hauts-de-France
2305;08/11/2015;7;N;OXA-48  ;;08/11/2015;;08/11/2015;;;08/11/2015;;69;Auvergne-Rhone-Alpes
2306;08/11/2015;23;N;OXA-48  ;;08/11/2015;;08/11/2015;;;08/11/2015;;13;Provence-Alpes-Cote d'Azur
2307;09/11/2015;1;O;OXA-48  ;09/11/2015;;09/11/2015;;;;09/11/2015;;28;Centre-Val de Loire
2308;09/11/2015;1;N;OXA-48  ;09/11/2015;;;;;;09/11/2015;;6;Provence-Alpes-Cote d'Azur
2309;09/11/2015;1;N;OXA-48  ;09/11/2015;;;;;;09/11/2015;;69;Auvergne-Rhone-Alpes
2310;09/11/2015;1;N;OXA-48  ;09/11/2015;;;;;;09/11/2015;;69;Auvergne-Rhone-Alpes
2311;10/11/2015;1;O;OXA-48  ;10/11/2015;;10/11/2015;;;;10/11/2015;;75;Ile-de-France
2312;10/11/2015;1;O;OXA-48-like  ;10/11/2015;;10/11/2015;;;;10/11/2015;;94;Ile-de-France
2313;10/11/2015;2;N;OXA-48  ;;10/11/2015;;;;;10/11/2015;;59;Hauts-de-France
2314;10/11/2015;1;N;OXA-48  ;10/11/2015;;;;;;10/11/2015;;38;Auvergne-Rhone-Alpes
2315;11/11/2015;3;O;OXA-48  ;;11/11/2015;11/11/2015;;;;11/11/2015;;6;Provence-Alpes-Cote d'Azur
2316;11/11/2015;1;O;OXA-48  ;11/11/2015;;11/11/2015;;;;11/11/2015;;92;Ile-de-France
2317;12/11/2015;1;N;OXA-48  ;12/11/2015;;;;;;12/11/2015;;92;Ile-de-France
2318;12/11/2015;1;N;OXA-48  ;12/11/2015;;;;;;12/11/2015;;60;Hauts-de-France
2319;12/11/2015;1;N;NDM-1  ;12/11/2015;;;;;;;12/11/2015;95;Ile-de-France
2320;12/11/2015;1;N;OXA-48  ;12/11/2015;;;;;;12/11/2015;;13;Provence-Alpes-Cote d'Azur
2321;12/11/2015;1;N;OXA-48  ;12/11/2015;;;;;;12/11/2015;;13;Provence-Alpes-Cote d'Azur
2322;12/11/2015;1;N;OXA-48  ;12/11/2015;;;;;;12/11/2015;;13;Provence-Alpes-Cote d'Azur
2323;12/11/2015;1;N;OXA-48  ;12/11/2015;;;;;;12/11/2015;;20;Corse
2324;13/11/2015;1;O;OXA-48  ;13/11/2015;;13/11/2015;;;;13/11/2015;;75;Ile-de-France
2325;13/11/2015;1;O;OXA-48  ;13/11/2015;;13/11/2015;;;;13/11/2015;;83;Provence-Alpes-Cote d'Azur
2326;13/11/2015;2;O;OXA-48  ;;13/11/2015;13/11/2015;;;;13/11/2015;;94;Ile-de-France
2327;13/11/2015;1;O;OXA-48  ;13/11/2015;;13/11/2015;;;;13/11/2015;;83;Provence-Alpes-Cote d'Azur
2328;13/11/2015;1;N;OXA-48  ;13/11/2015;;;;;;13/11/2015;;80;Hauts-de-France
2329;14/11/2015;1;O;NDM  ;14/11/2015;;14/11/2015;;;;;14/11/2015;75;Ile-de-France
2330;16/11/2015;1;O;OXA-48  ;16/11/2015;;16/11/2015;;;;16/11/2015;;94;Ile-de-France
2331;16/11/2015;1;O;OXA-181  ;16/11/2015;;16/11/2015;;;;;;94;Ile-de-France
2332;16/11/2015;1;O;OXA-244  ;16/11/2015;;16/11/2015;;;;;;94;Ile-de-France
2333;16/11/2015;1;O;OXA-181  ;16/11/2015;;16/11/2015;;;;;;95;Ile-de-France
2334;16/11/2015;1;N;OXA-48  ;16/11/2015;;;;;;16/11/2015;;20;Corse
2335;16/11/2015;1;N;OXA-48  ;16/11/2015;;;;;;16/11/2015;;92;Ile-de-France
2336;16/11/2015;1;N;OXA-48  ;16/11/2015;;;;;;16/11/2015;;62;Hauts-de-France
2337;16/11/2015;1;N;OXA-48  ;16/11/2015;;;;;;16/11/2015;;54;Grand Est
2338;17/11/2015;1;O;OXA-48  ;17/11/2015;;17/11/2015;;;;17/11/2015;;69;Auvergne-Rhone-Alpes
2339;17/11/2015;4;N;NDM-4  ;;17/11/2015;;;;;;17/11/2015;33;Nouvelle-Aquitaine
2340;17/11/2015;1;N;OXA-48  ;17/11/2015;;;;;;17/11/2015;;11;Occitanie
2341;18/11/2015;1;O;NDM  ;18/11/2015;;18/11/2015;;;;;18/11/2015;31;Occitanie
2342;18/11/2015;1;N;OXA-48  ;18/11/2015;;;;;;18/11/2015;;45;Centre-Val de Loire
2343;19/11/2015;1;O;OXA-48  ;19/11/2015;;19/11/2015;;;;19/11/2015;;94;Ile-de-France
2344;19/11/2015;1;N;OXA-48  ;19/11/2015;;;;;;19/11/2015;;69;Auvergne-Rhone-Alpes
2345;19/11/2015;1;N;OXA-48  ;19/11/2015;;;;;;19/11/2015;;13;Provence-Alpes-Cote d'Azur
2346;19/11/2015;1;N;VIM-1  ;19/11/2015;;;;19/11/2015;;;;67;Grand Est
2347;19/11/2015;1;N;OXA-48  ;19/11/2015;;;;;;19/11/2015;;2;Hauts-de-France
2348;19/11/2015;1;N;OXA-48  ;19/11/2015;;;;;;19/11/2015;;94;Ile-de-France
2349;19/11/2015;1;N;OXA-48  ;19/11/2015;;;;;;19/11/2015;;59;Hauts-de-France
2350;20/11/2015;1;O;OXA-48  ;20/11/2015;;20/11/2015;;;;20/11/2015;;92;Ile-de-France
2351;20/11/2015;1;O;OXA-48  ;20/11/2015;;20/11/2015;;;;20/11/2015;;83;Provence-Alpes-Cote d'Azur
2352;20/11/2015;1;N;OXA-48  ;20/11/2015;;;;;;20/11/2015;;60;Hauts-de-France
2353;20/11/2015;1;N;OXA-48  ;20/11/2015;;;;;;20/11/2015;;28;Centre-Val de Loire
2354;20/11/2015;1;N;OXA-48  ;20/11/2015;;;;;;20/11/2015;;93;Ile-de-France
